epoch,lr,step,time,train_acc_epoch,train_acc_step,train_loss,valid_acc_epoch,valid_acc_step,valid_loss
0,,49,,,0.115234375,4.015794277191162,,,
0,,99,,,0.181640625,3.380831003189087,,,
0,,149,,,0.23828125,2.7907657623291016,,,
0,,199,,,0.220703125,2.8237242698669434,,,
0,,249,,,0.25390625,2.7084226608276367,,,
0,,299,,,0.2421875,2.6406424045562744,,,
0,,349,,,0.244140625,2.7151622772216797,,,
0,,399,,,0.240234375,2.5556044578552246,,,
,,0,,,,,,0.310546875,
,,1,,,,,,0.314453125,
,,2,,,,,,0.322265625,
,,3,,,,,,0.310546875,
,,4,,,,,,0.31640625,
,,5,,,,,,0.279296875,
,,6,,,,,,0.27734375,
,,7,,,,,,0.26953125,
,,8,,,,,,0.291015625,
,,9,,,,,,0.271484375,
,,10,,,,,,0.267578125,
,,11,,,,,,0.3125,
,,12,,,,,,0.27734375,
,,13,,,,,,0.318359375,
,,14,,,,,,0.2890625,
,,15,,,,,,0.294921875,
,,16,,,,,,0.306640625,
,,17,,,,,,0.326171875,
,,18,,,,,,0.294921875,
,,19,,,,,,0.3203125,
,,20,,,,,,0.28125,
,,21,,,,,,0.283203125,
,,22,,,,,,0.27734375,
,,23,,,,,,0.27734375,
,,24,,,,,,0.27734375,
,,25,,,,,,0.310546875,
,,26,,,,,,0.255859375,
,,27,,,,,,0.302734375,
,,28,,,,,,0.314453125,
,,29,,,,,,0.28515625,
,,30,,,,,,0.296875,
,,31,,,,,,0.322265625,
,,32,,,,,,0.333984375,
,,33,,,,,,0.29296875,
,,34,,,,,,0.318359375,
,,35,,,,,,0.296875,
,,36,,,,,,0.33203125,
,,37,,,,,,0.291015625,
,,38,,,,,,0.271484375,
,,39,,,,,,0.30078125,
,,40,,,,,,0.275390625,
,,41,,,,,,0.294921875,
,,42,,,,,,0.32421875,
,,43,,,,,,0.294921875,
,,44,,,,,,0.29296875,
,,45,,,,,,0.291015625,
,,46,,,,,,0.29383885860443115,
0,,417,,,,,0.2983209192752838,,2.2410712242126465
0,0.0007999999797903001,417,9.644874572753906,0.207538440823555,,,,,
1,,449,,,0.248046875,2.50746750831604,,,
1,,499,,,0.27734375,2.3003008365631104,,,
1,,549,,,0.302734375,2.227468252182007,,,
1,,599,,,0.29296875,2.2746455669403076,,,
1,,649,,,0.2734375,2.325324058532715,,,
1,,699,,,0.28125,2.2726171016693115,,,
1,,749,,,0.3359375,2.142946243286133,,,
1,,799,,,0.330078125,2.093815326690674,,,
,,47,,,,,,0.353515625,
,,48,,,,,,0.3203125,
,,49,,,,,,0.34375,
,,50,,,,,,0.3359375,
,,51,,,,,,0.31640625,
,,52,,,,,,0.3359375,
,,53,,,,,,0.33203125,
,,54,,,,,,0.353515625,
,,55,,,,,,0.337890625,
,,56,,,,,,0.330078125,
,,57,,,,,,0.283203125,
,,58,,,,,,0.337890625,
,,59,,,,,,0.302734375,
,,60,,,,,,0.318359375,
,,61,,,,,,0.318359375,
,,62,,,,,,0.26953125,
,,63,,,,,,0.306640625,
,,64,,,,,,0.35546875,
,,65,,,,,,0.330078125,
,,66,,,,,,0.328125,
,,67,,,,,,0.33984375,
,,68,,,,,,0.30078125,
,,69,,,,,,0.349609375,
,,70,,,,,,0.34765625,
,,71,,,,,,0.3125,
,,72,,,,,,0.326171875,
,,73,,,,,,0.330078125,
,,74,,,,,,0.373046875,
,,75,,,,,,0.3359375,
,,76,,,,,,0.3359375,
,,77,,,,,,0.30859375,
,,78,,,,,,0.302734375,
,,79,,,,,,0.365234375,
,,80,,,,,,0.341796875,
,,81,,,,,,0.34375,
,,82,,,,,,0.328125,
,,83,,,,,,0.328125,
,,84,,,,,,0.3125,
,,85,,,,,,0.2890625,
,,86,,,,,,0.328125,
,,87,,,,,,0.341796875,
,,88,,,,,,0.337890625,
,,89,,,,,,0.36328125,
,,90,,,,,,0.314453125,
,,91,,,,,,0.341796875,
,,92,,,,,,0.326171875,
,,93,,,,,,0.3601895868778229,
1,,835,,,,,0.328998863697052,,2.0452587604522705
1,0.0007999999797903001,835,18.85747528076172,0.2981637716293335,,,,,
2,,849,,,0.30078125,2.2635996341705322,,,
2,,899,,,0.3046875,2.2431652545928955,,,
2,,949,,,0.33984375,2.2133522033691406,,,
2,,999,,,0.31640625,2.139010429382324,,,
2,,1049,,,0.3359375,2.121441602706909,,,
2,,1099,,,0.349609375,2.1187970638275146,,,
2,,1149,,,0.333984375,2.182539463043213,,,
2,,1199,,,0.341796875,2.113867998123169,,,
2,,1249,,,0.32421875,2.103727340698242,,,
,,94,,,,,,0.35546875,
,,95,,,,,,0.31640625,
,,96,,,,,,0.306640625,
,,97,,,,,,0.333984375,
,,98,,,,,,0.3515625,
,,99,,,,,,0.318359375,
,,100,,,,,,0.345703125,
,,101,,,,,,0.37890625,
,,102,,,,,,0.341796875,
,,103,,,,,,0.310546875,
,,104,,,,,,0.2890625,
,,105,,,,,,0.322265625,
,,106,,,,,,0.3359375,
,,107,,,,,,0.328125,
,,108,,,,,,0.337890625,
,,109,,,,,,0.328125,
,,110,,,,,,0.33203125,
,,111,,,,,,0.345703125,
,,112,,,,,,0.3515625,
,,113,,,,,,0.3359375,
,,114,,,,,,0.3671875,
,,115,,,,,,0.326171875,
,,116,,,,,,0.341796875,
,,117,,,,,,0.328125,
,,118,,,,,,0.326171875,
,,119,,,,,,0.32421875,
,,120,,,,,,0.34375,
,,121,,,,,,0.369140625,
,,122,,,,,,0.283203125,
,,123,,,,,,0.318359375,
,,124,,,,,,0.302734375,
,,125,,,,,,0.294921875,
,,126,,,,,,0.373046875,
,,127,,,,,,0.35546875,
,,128,,,,,,0.353515625,
,,129,,,,,,0.37890625,
,,130,,,,,,0.328125,
,,131,,,,,,0.310546875,
,,132,,,,,,0.302734375,
,,133,,,,,,0.341796875,
,,134,,,,,,0.34765625,
,,135,,,,,,0.375,
,,136,,,,,,0.34375,
,,137,,,,,,0.3203125,
,,138,,,,,,0.33203125,
,,139,,,,,,0.310546875,
,,140,,,,,,0.30805686116218567,
2,,1253,,,,,0.33876195549964905,,1.9842671155929565
2,0.0007999999797903001,1253,26.25140953063965,0.31766214966773987,,,,,
3,,1299,,,0.31640625,1.9924900531768799,,,
3,,1349,,,0.333984375,2.090099334716797,,,
3,,1399,,,0.333984375,2.065837860107422,,,
3,,1449,,,0.298828125,2.172800064086914,,,
3,,1499,,,0.337890625,2.098945140838623,,,
3,,1549,,,0.314453125,1.9863934516906738,,,
3,,1599,,,0.345703125,1.9586950540542603,,,
3,,1649,,,0.314453125,2.1422529220581055,,,
,,141,,,,,,0.380859375,
,,142,,,,,,0.322265625,
,,143,,,,,,0.302734375,
,,144,,,,,,0.333984375,
,,145,,,,,,0.349609375,
,,146,,,,,,0.3359375,
,,147,,,,,,0.33984375,
,,148,,,,,,0.373046875,
,,149,,,,,,0.3359375,
,,150,,,,,,0.3125,
,,151,,,,,,0.333984375,
,,152,,,,,,0.333984375,
,,153,,,,,,0.359375,
,,154,,,,,,0.3359375,
,,155,,,,,,0.337890625,
,,156,,,,,,0.306640625,
,,157,,,,,,0.333984375,
,,158,,,,,,0.34375,
,,159,,,,,,0.33203125,
,,160,,,,,,0.3359375,
,,161,,,,,,0.392578125,
,,162,,,,,,0.361328125,
,,163,,,,,,0.353515625,
,,164,,,,,,0.3359375,
,,165,,,,,,0.349609375,
,,166,,,,,,0.3203125,
,,167,,,,,,0.365234375,
,,168,,,,,,0.37109375,
,,169,,,,,,0.32421875,
,,170,,,,,,0.318359375,
,,171,,,,,,0.30859375,
,,172,,,,,,0.287109375,
,,173,,,,,,0.369140625,
,,174,,,,,,0.333984375,
,,175,,,,,,0.353515625,
,,176,,,,,,0.400390625,
,,177,,,,,,0.333984375,
,,178,,,,,,0.3671875,
,,179,,,,,,0.333984375,
,,180,,,,,,0.326171875,
,,181,,,,,,0.3515625,
,,182,,,,,,0.388671875,
,,183,,,,,,0.3671875,
,,184,,,,,,0.333984375,
,,185,,,,,,0.35546875,
,,186,,,,,,0.34765625,
,,187,,,,,,0.3412322402000427,
3,,1671,,,,,0.3448849022388458,,1.9282935857772827
3,0.0007999999797903001,1671,33.62500762939453,0.32677775621414185,,,,,
4,,1699,,,0.341796875,1.939123511314392,,,
4,,1749,,,0.375,2.0224905014038086,,,
4,,1799,,,0.30078125,2.110076427459717,,,
4,,1849,,,0.298828125,2.1512436866760254,,,
4,,1899,,,0.349609375,1.9729838371276855,,,
4,,1949,,,0.390625,1.9153242111206055,,,
4,,1999,,,0.3359375,1.935965895652771,,,
4,,2049,,,0.384765625,2.086130380630493,,,
,,188,,,,,,0.36328125,
,,189,,,,,,0.3515625,
,,190,,,,,,0.34765625,
,,191,,,,,,0.34375,
,,192,,,,,,0.3515625,
,,193,,,,,,0.35546875,
,,194,,,,,,0.33984375,
,,195,,,,,,0.349609375,
,,196,,,,,,0.337890625,
,,197,,,,,,0.33203125,
,,198,,,,,,0.3125,
,,199,,,,,,0.34765625,
,,200,,,,,,0.330078125,
,,201,,,,,,0.32421875,
,,202,,,,,,0.314453125,
,,203,,,,,,0.32421875,
,,204,,,,,,0.33984375,
,,205,,,,,,0.3359375,
,,206,,,,,,0.3515625,
,,207,,,,,,0.328125,
,,208,,,,,,0.380859375,
,,209,,,,,,0.337890625,
,,210,,,,,,0.35546875,
,,211,,,,,,0.314453125,
,,212,,,,,,0.32421875,
,,213,,,,,,0.34375,
,,214,,,,,,0.380859375,
,,215,,,,,,0.388671875,
,,216,,,,,,0.306640625,
,,217,,,,,,0.3515625,
,,218,,,,,,0.314453125,
,,219,,,,,,0.294921875,
,,220,,,,,,0.41015625,
,,221,,,,,,0.349609375,
,,222,,,,,,0.36328125,
,,223,,,,,,0.38671875,
,,224,,,,,,0.341796875,
,,225,,,,,,0.359375,
,,226,,,,,,0.31640625,
,,227,,,,,,0.349609375,
,,228,,,,,,0.322265625,
,,229,,,,,,0.357421875,
,,230,,,,,,0.369140625,
,,231,,,,,,0.328125,
,,232,,,,,,0.34765625,
,,233,,,,,,0.341796875,
,,234,,,,,,0.31753554940223694,
4,,2089,,,,,0.34509530663490295,,1.9161534309387207
4,0.0007999999797903001,2089,41.232505798339844,0.33414226770401,,,,,
5,,2099,,,0.353515625,1.9920152425765991,,,
5,,2149,,,0.326171875,1.9698604345321655,,,
5,,2199,,,0.326171875,2.0385608673095703,,,
5,,2249,,,0.359375,1.9578502178192139,,,
5,,2299,,,0.333984375,2.070110559463501,,,
5,,2349,,,0.35546875,2.0060153007507324,,,
5,,2399,,,0.396484375,2.026721477508545,,,
5,,2449,,,0.361328125,2.099956512451172,,,
5,,2499,,,0.345703125,2.037121534347534,,,
,,235,,,,,,0.326171875,
,,236,,,,,,0.376953125,
,,237,,,,,,0.34375,
,,238,,,,,,0.3515625,
,,239,,,,,,0.36328125,
,,240,,,,,,0.392578125,
,,241,,,,,,0.37890625,
,,242,,,,,,0.35546875,
,,243,,,,,,0.369140625,
,,244,,,,,,0.359375,
,,245,,,,,,0.33984375,
,,246,,,,,,0.330078125,
,,247,,,,,,0.357421875,
,,248,,,,,,0.3671875,
,,249,,,,,,0.353515625,
,,250,,,,,,0.306640625,
,,251,,,,,,0.359375,
,,252,,,,,,0.373046875,
,,253,,,,,,0.37890625,
,,254,,,,,,0.330078125,
,,255,,,,,,0.3671875,
,,256,,,,,,0.3515625,
,,257,,,,,,0.375,
,,258,,,,,,0.373046875,
,,259,,,,,,0.369140625,
,,260,,,,,,0.337890625,
,,261,,,,,,0.3671875,
,,262,,,,,,0.376953125,
,,263,,,,,,0.35546875,
,,264,,,,,,0.359375,
,,265,,,,,,0.322265625,
,,266,,,,,,0.3125,
,,267,,,,,,0.373046875,
,,268,,,,,,0.388671875,
,,269,,,,,,0.38671875,
,,270,,,,,,0.3984375,
,,271,,,,,,0.33203125,
,,272,,,,,,0.328125,
,,273,,,,,,0.32421875,
,,274,,,,,,0.322265625,
,,275,,,,,,0.369140625,
,,276,,,,,,0.373046875,
,,277,,,,,,0.353515625,
,,278,,,,,,0.35546875,
,,279,,,,,,0.35546875,
,,280,,,,,,0.345703125,
,,281,,,,,,0.40758293867111206,
5,,2507,,,,,0.3594032824039459,,1.8935799598693848
5,0.0007999999797903001,2507,48.608001708984375,0.3388064503669739,,,,,
6,,2549,,,0.337890625,1.9597852230072021,,,
6,,2599,,,0.3515625,1.961623191833496,,,
6,,2649,,,0.345703125,2.010429620742798,,,
6,,2699,,,0.345703125,1.909551739692688,,,
6,,2749,,,0.34765625,1.9873894453048706,,,
6,,2799,,,0.345703125,1.9956361055374146,,,
6,,2849,,,0.359375,1.952115535736084,,,
6,,2899,,,0.32421875,1.9622879028320312,,,
,,282,,,,,,0.365234375,
,,283,,,,,,0.392578125,
,,284,,,,,,0.376953125,
,,285,,,,,,0.357421875,
,,286,,,,,,0.35546875,
,,287,,,,,,0.390625,
,,288,,,,,,0.361328125,
,,289,,,,,,0.36328125,
,,290,,,,,,0.3671875,
,,291,,,,,,0.4140625,
,,292,,,,,,0.365234375,
,,293,,,,,,0.3828125,
,,294,,,,,,0.3515625,
,,295,,,,,,0.412109375,
,,296,,,,,,0.326171875,
,,297,,,,,,0.34375,
,,298,,,,,,0.36328125,
,,299,,,,,,0.349609375,
,,300,,,,,,0.35546875,
,,301,,,,,,0.365234375,
,,302,,,,,,0.375,
,,303,,,,,,0.369140625,
,,304,,,,,,0.337890625,
,,305,,,,,,0.375,
,,306,,,,,,0.353515625,
,,307,,,,,,0.396484375,
,,308,,,,,,0.375,
,,309,,,,,,0.373046875,
,,310,,,,,,0.447265625,
,,311,,,,,,0.388671875,
,,312,,,,,,0.365234375,
,,313,,,,,,0.337890625,
,,314,,,,,,0.38671875,
,,315,,,,,,0.384765625,
,,316,,,,,,0.435546875,
,,317,,,,,,0.392578125,
,,318,,,,,,0.37890625,
,,319,,,,,,0.40234375,
,,320,,,,,,0.361328125,
,,321,,,,,,0.349609375,
,,322,,,,,,0.36328125,
,,323,,,,,,0.41015625,
,,324,,,,,,0.390625,
,,325,,,,,,0.3515625,
,,326,,,,,,0.36328125,
,,327,,,,,,0.384765625,
,,328,,,,,,0.3601895868778229,
6,,2925,,,,,0.37480536103248596,,1.8629825115203857
6,0.0007999999797903001,2925,56.03086853027344,0.3459652066230774,,,,,
7,,2949,,,0.357421875,2.077091693878174,,,
7,,2999,,,0.333984375,2.090023994445801,,,
7,,3049,,,0.353515625,2.035688877105713,,,
7,,3099,,,0.36328125,1.962196946144104,,,
7,,3149,,,0.37109375,1.9808121919631958,,,
7,,3199,,,0.33984375,2.0767834186553955,,,
7,,3249,,,0.388671875,1.9259425401687622,,,
7,,3299,,,0.314453125,2.066566228866577,,,
,,329,,,,,,0.390625,
,,330,,,,,,0.388671875,
,,331,,,,,,0.357421875,
,,332,,,,,,0.37109375,
,,333,,,,,,0.373046875,
,,334,,,,,,0.38671875,
,,335,,,,,,0.373046875,
,,336,,,,,,0.388671875,
,,337,,,,,,0.3671875,
,,338,,,,,,0.359375,
,,339,,,,,,0.3984375,
,,340,,,,,,0.36328125,
,,341,,,,,,0.38671875,
,,342,,,,,,0.38671875,
,,343,,,,,,0.365234375,
,,344,,,,,,0.375,
,,345,,,,,,0.380859375,
,,346,,,,,,0.376953125,
,,347,,,,,,0.376953125,
,,348,,,,,,0.37109375,
,,349,,,,,,0.4140625,
,,350,,,,,,0.369140625,
,,351,,,,,,0.333984375,
,,352,,,,,,0.35546875,
,,353,,,,,,0.337890625,
,,354,,,,,,0.408203125,
,,355,,,,,,0.41015625,
,,356,,,,,,0.37890625,
,,357,,,,,,0.376953125,
,,358,,,,,,0.37890625,
,,359,,,,,,0.384765625,
,,360,,,,,,0.365234375,
,,361,,,,,,0.421875,
,,362,,,,,,0.365234375,
,,363,,,,,,0.39453125,
,,364,,,,,,0.390625,
,,365,,,,,,0.361328125,
,,366,,,,,,0.373046875,
,,367,,,,,,0.36328125,
,,368,,,,,,0.361328125,
,,369,,,,,,0.36328125,
,,370,,,,,,0.390625,
,,371,,,,,,0.423828125,
,,372,,,,,,0.373046875,
,,373,,,,,,0.361328125,
,,374,,,,,,0.359375,
,,375,,,,,,0.3270142078399658,
7,,3343,,,,,0.3768253028392792,,1.8406871557235718
7,0.0007999999797903001,3343,63.65312194824219,0.35722702741622925,,,,,
8,,3349,,,0.333984375,1.9540393352508545,,,
8,,3399,,,0.34375,1.9822050333023071,,,
8,,3449,,,0.298828125,2.0661404132843018,,,
8,,3499,,,0.31640625,1.995413064956665,,,
8,,3549,,,0.38671875,2.043468475341797,,,
8,,3599,,,0.359375,1.892529010772705,,,
8,,3649,,,0.37109375,1.9417167901992798,,,
8,,3699,,,0.390625,1.8957912921905518,,,
8,,3749,,,0.390625,1.8573081493377686,,,
,,376,,,,,,0.3828125,
