epoch,lr,step,train_acc,train_loss,valid_acc,valid_loss
20,0.0010000000474974513,881,0.28758636116981506,,,
21,,899,,1.5479031801223755,,
21,,923,,,0.29856568574905396,1.5023193359375
21,0.0010000000474974513,923,0.29125598073005676,,,
22,,949,,1.503925085067749,,
22,,965,,,0.3023190200328827,1.470292568206787
22,0.0010000000474974513,965,0.29529088735580444,,,
23,,999,,1.4551193714141846,,
23,,1007,,,0.30598706007003784,1.458463191986084
23,0.0010000000474974513,1007,0.2991912066936493,,,
24,,1049,,1.4755960702896118,,
24,,1049,,,0.3094874918460846,1.4538182020187378
24,0.0010000000474974513,1049,0.30288535356521606,,,
25,,1091,,,0.3126814365386963,1.457980990409851
25,0.0010000000474974513,1091,0.3063354194164276,,,
26,,1099,,1.4450984001159668,,
26,,1133,,,0.3157298266887665,1.4394116401672363
26,0.0010000000474974513,1133,0.3095727860927582,,,
27,,1149,,1.4350082874298096,,
27,,1175,,,0.3186297118663788,1.448496699333191
27,0.0010000000474974513,1175,0.3126370906829834,,,
28,,1199,,1.4160065650939941,,
28,,1217,,,0.32131677865982056,1.4404650926589966
28,0.0010000000474974513,1217,0.31552937626838684,,,
29,,1249,,1.4468008279800415,,
29,,1259,,,0.3238050937652588,1.4363925457000732
29,0.0010000000474974513,1259,0.31821930408477783,,,
30,,1299,,1.4109441041946411,,
30,,1301,,,0.32625433802604675,1.4263867139816284
30,0.0010000000474974513,1301,0.3208386301994324,,,
31,,1343,,,0.32863789796829224,1.4211982488632202
31,0.0010000000474974513,1343,0.3232696056365967,,,
32,,1349,,1.4286710023880005,,
32,,1385,,,0.3309415578842163,1.4151126146316528
32,0.0010000000474974513,1385,0.32566291093826294,,,
33,,1399,,1.427854299545288,,
33,,1427,,,0.3331136703491211,1.4292209148406982
33,0.0010000000474974513,1427,0.32791295647621155,,,
34,,1449,,1.4397459030151367,,
34,,1469,,,0.33504319190979004,1.4381184577941895
34,0.0010000000474974513,1469,0.3301023840904236,,,
35,,1499,,1.4506977796554565,,
35,,1511,,,0.33697590231895447,1.4045727252960205
35,0.0010000000474974513,1511,0.3321535587310791,,,
36,,1549,,1.4082810878753662,,
36,,1553,,,0.33896535634994507,1.4089971780776978
36,0.0010000000474974513,1553,0.33410078287124634,,,
37,,1595,,,0.3408169150352478,1.4019654989242554
37,0.0010000000474974513,1595,0.3360264301300049,,,
38,,1599,,1.4130220413208008,,
38,,1637,,,0.34234368801116943,1.4391833543777466
38,0.0010000000474974513,1637,0.3377832770347595,,,
39,,1649,,1.4387640953063965,,
39,,1679,,,0.3439374268054962,1.3882853984832764
39,0.0010000000474974513,1679,0.3395651578903198,,,
40,,1699,,1.403396487236023,,
40,,1721,,,0.3458329439163208,1.3834433555603027
40,0.0010000000474974513,1721,0.3414933979511261,,,
41,,1749,,1.3704843521118164,,
41,,1763,,,0.3477852940559387,1.3916921615600586
41,0.0010000000474974513,1763,0.3435038924217224,,,
42,,1799,,1.4034578800201416,,
42,,1805,,,0.3497304320335388,1.3753257989883423
42,0.0010000000474974513,1805,0.34558218717575073,,,
43,,1847,,,0.3516307771205902,1.3865476846694946
43,0.0010000000474974513,1847,0.34769582748413086,,,
44,,1849,,1.3633685111999512,,
44,,1889,,,0.35356301069259644,1.3508310317993164
44,0.0010000000474974513,1889,0.3497333824634552,,,
