epoch,lr,step,train_acc,train_loss,valid_acc,valid_loss
0,,30,,,0.07650308310985565,2.564992904663086
0,0.0010000000474974513,30,0.07710786908864975,,,
1,,49,,2.564605712890625,,
1,,61,,,0.0887962356209755,2.517282724380493
1,0.0010000000474974513,61,0.08136279881000519,,,
2,,92,,,0.10652051866054535,2.185542106628418
2,0.0010000000474974513,92,0.10010652244091034,,,
3,,99,,2.1785500049591064,,
3,,123,,,0.12026382982730865,2.1419200897216797
3,0.0010000000474974513,123,0.11525830626487732,,,
4,,149,,2.0466179847717285,,
4,,154,,,0.13142210245132446,2.10642147064209
4,0.0010000000474974513,154,0.12797647714614868,,,
5,,185,,,0.14643622934818268,1.9563853740692139
5,0.0010000000474974513,185,0.13527171313762665,,,
6,,199,,1.8534389734268188,,
6,,216,,,0.16290612518787384,1.8160356283187866
6,0.0010000000474974513,216,0.15222680568695068,,,
7,,247,,,0.17815309762954712,1.738274335861206
7,0.0010000000474974513,247,0.16943800449371338,,,
8,,249,,1.7606134414672852,,
8,,278,,,0.19218918681144714,1.658480167388916
8,0.0010000000474974513,278,0.18488669395446777,,,
9,,299,,1.6590383052825928,,
9,,309,,,0.204843208193779,1.6422607898712158
9,0.0010000000474974513,309,0.19824889302253723,,,
10,,340,,,0.21561042964458466,1.6455752849578857
10,0.0010000000474974513,340,0.2096904218196869,,,
11,,349,,1.6188186407089233,,
11,,371,,,0.22451607882976532,1.6487541198730469
11,0.0010000000474974513,371,0.2190593183040619,,,
12,,399,,1.6384929418563843,,
12,,402,,,0.23282046616077423,1.6003564596176147
12,0.0010000000474974513,402,0.22775259613990784,,,
13,,433,,,0.24025699496269226,1.6130276918411255
13,0.0010000000474974513,433,0.2353675812482834,,,
14,,449,,1.6094133853912354,,
14,,464,,,0.2467202991247177,1.6102209091186523
14,0.0010000000474974513,464,0.24209120869636536,,,
15,,495,,,0.2521297335624695,1.610019326210022
15,0.0010000000474974513,495,0.24819627404212952,,,
16,,499,,1.6308553218841553,,
16,,526,,,0.2571125030517578,1.6054365634918213
16,0.0010000000474974513,526,0.25375092029571533,,,
17,,549,,1.6014541387557983,,
17,,557,,,0.2618231475353241,1.5714350938796997
17,0.0010000000474974513,557,0.2587510645389557,,,
18,,588,,,0.2661270499229431,1.5669978857040405
18,0.0010000000474974513,588,0.2633974254131317,,,
19,,599,,1.5714616775512695,,
19,,619,,,0.2696407735347748,1.612263798713684
19,0.0010000000474974513,619,0.26765966415405273,,,
20,,649,,1.5465528964996338,,
20,,650,,,0.2732126712799072,1.5665311813354492
20,0.0010000000474974513,650,0.2713729739189148,,,
21,,681,,,0.2768288850784302,1.5539159774780273
21,0.0010000000474974513,681,0.27505090832710266,,,
22,,699,,1.55405592918396,,
22,,712,,,0.2800426781177521,1.6106390953063965
22,0.0010000000474974513,712,0.2784911096096039,,,
23,,743,,,0.2831118702888489,1.5454251766204834
23,0.0010000000474974513,743,0.2813308835029602,,,
24,,749,,1.581026315689087,,
24,,774,,,0.28605011105537415,1.550382375717163
24,0.0010000000474974513,774,0.2843727767467499,,,
25,,799,,1.5133473873138428,,
25,,805,,,0.2885560095310211,1.5677381753921509
25,0.0010000000474974513,805,0.28725701570510864,,,
26,,836,,,0.29116037487983704,1.5003317594528198
26,0.0010000000474974513,836,0.29003089666366577,,,
27,,849,,1.4956177473068237,,
27,,867,,,0.29412955045700073,1.470031976699829
27,0.0010000000474974513,867,0.29304057359695435,,,
28,,898,,,0.2971326410770416,1.4643975496292114
28,0.0010000000474974513,898,0.2961304783821106,,,
29,,899,,1.4719719886779785,,
29,,929,,,0.30008575320243835,1.4590041637420654
29,0.0010000000474974513,929,0.29912886023521423,,,
30,,949,,1.4333181381225586,,
30,,960,,,0.30299267172813416,1.437400221824646
30,0.0010000000474974513,960,0.302024781703949,,,
31,,991,,,0.3057762384414673,1.4484273195266724
31,0.0010000000474974513,991,0.3049865961074829,,,
32,,999,,1.4065227508544922,,
32,,1022,,,0.3084660768508911,1.45005202293396
32,0.0010000000474974513,1022,0.3078538179397583,,,
33,,1049,,1.4225008487701416,,
33,,1053,,,0.31106969714164734,1.4465420246124268
33,0.0010000000474974513,1053,0.3105259835720062,,,
34,,1084,,,0.3135697841644287,1.4248464107513428
34,0.0010000000474974513,1084,0.3131515085697174,,,
35,,1099,,1.4076164960861206,,
35,,1115,,,0.3160182237625122,1.4241207838058472
35,0.0010000000474974513,1115,0.3156580328941345,,,
36,,1146,,,0.31831586360931396,1.421029806137085
36,0.0010000000474974513,1146,0.3180888593196869,,,
37,,1149,,1.4342188835144043,,
37,,1177,,,0.32059600949287415,1.410005807876587
37,0.0010000000474974513,1177,0.32038867473602295,,,
38,,1199,,1.3827686309814453,,
38,,1208,,,0.3228411376476288,1.393591046333313
38,0.0010000000474974513,1208,0.3225956857204437,,,
39,,1239,,,0.32489293813705444,1.4102587699890137
39,0.0010000000474974513,1239,0.32473957538604736,,,
40,,1249,,1.4005500078201294,,
40,,1270,,,0.3267615735530853,1.4345285892486572
40,0.0010000000474974513,1270,0.32675451040267944,,,
41,,1299,,1.3752659559249878,,
41,,1301,,,0.3285282850265503,1.4190082550048828
41,0.0010000000474974513,1301,0.32855159044265747,,,
42,,1332,,,0.3302433490753174,1.4147199392318726
42,0.0010000000474974513,1332,0.3304362893104553,,,
43,,1349,,1.4168604612350464,,
43,,1363,,,0.3319054841995239,1.3993982076644897
43,0.0010000000474974513,1363,0.33224427700042725,,,
44,,1394,,,0.3335593342781067,1.4146735668182373
44,0.0010000000474974513,1394,0.33399534225463867,,,
45,,1399,,1.399130940437317,,
45,,1425,,,0.33518192172050476,1.3884902000427246
45,0.0010000000474974513,1425,0.3356306552886963,,,
46,,1449,,1.3796809911727905,,
46,,1456,,,0.3368048369884491,1.382880687713623
46,0.0010000000474974513,1456,0.3372611105442047,,,
47,,1487,,,0.3383976221084595,1.3767002820968628
47,0.0010000000474974513,1487,0.33887720108032227,,,
48,,1499,,1.3575828075408936,,
48,,1518,,,0.3398902118206024,1.3847686052322388
48,0.0010000000474974513,1518,0.34042418003082275,,,
49,,1549,,1.514519453048706,,
49,,1549,,,0.34134262800216675,1.3798314332962036
49,0.0010000000474974513,1549,0.34192100167274475,,,
50,,1580,,,0.34260836243629456,1.4071776866912842
50,0.0010000000474974513,1580,0.3433808982372284,,,
51,,1599,,1.393599033355713,,
51,,1611,,,0.3438335061073303,1.4002227783203125
51,0.0010000000474974513,1611,0.3446584641933441,,,
52,,1642,,,0.34503626823425293,1.4017250537872314
