,c0_train_r2,c0_test_r2,c0_all_r2,c0_train_rmse,c0_test_rmse,c0_train_nrmse,c0_test_nrmse,c0_all_nrmse,c0_equation,c0_simplicity,c1_train_r2,c1_test_r2,c1_all_r2,c1_train_rmse,c1_test_rmse,c1_train_nrmse,c1_test_nrmse,c1_all_nrmse,c1_equation,c1_simplicity,c2_train_r2,c2_test_r2,c2_all_r2,c2_train_rmse,c2_test_rmse,c2_train_nrmse,c2_test_nrmse,c2_all_nrmse,c2_equation,c2_simplicity,mean_train_r2,mean_test_r2,mean_train_rmse,mean_test_rmse,mean_train_nrmse,mean_test_nrmse,mean_simplicity
0,0.7071264469935544,0.8337608986263086,0.7481332311321341,3.3872846346214027,3.038718251340702,0.5508166392566479,0.4672537233539308,0.5294592878042129,0.868499*exp(0.0674655*Z - 0.261896*ZDR + 0.10419*exp(3.03339*KDP + 0.299579*ZDR)) - 3.07461,-1.9,0.8120686618044926,0.735311863980646,0.797026627693314,6.658843160758369,6.79651238578268,0.22778868747890602,0.23988343834728734,0.23075116726892533,32.0054*KDP + (5.0724590475 - 2.6287978188*ZDR)*(2.36565*KDP + 73.771*RhoHV + 0.397523*Z - 88.1234) + 4.03646,-1.9,0.7224009700430472,0.6629083675905983,0.7080669903976042,2.6081142259094836,2.8067653522400384,0.4535965631101435,0.4808741351478036,0.4607341179458641,22.0684*exp(-0.501474*(ZDR - 0.443869)**2 - 2.0*(-0.944384*KDP + (0.171086*Z - 6.88922)*(-0.106485*ZDR - 0.242089) + 0.597151)**2) + 1.00147,-2.2,0.7471986929470313,0.743993710065851,4.218080673763085,4.21399866312114,0.41073396328189915,0.3960037656163406,-2.0
1,0.732656186901804,0.42085503996192475,0.649543853259974,3.368593285796828,5.156225976225304,0.53791213633812,0.8359907766222228,0.6245453461735396,0.277647*exp(1.61931*KDP + 0.0871771*Z - 0.15455*ZDR) - 0.621596,-1.7,0.7739583241378059,0.8209644997554529,0.7899352306554377,6.668867253824038,7.214780576775593,0.23313805762408682,0.23877508396620423,0.2347475042471247,(-9.2720735184*KDP - 0.42363098624)*(-0.218652*Z + (26.9985*RhoHV - 25.3314)*(1.26811*ZDR - 2.26231) + 7.56381) + 8.89362,-2.0,0.6997131239413963,0.7232034016287318,0.704974882672722,2.743707181707465,2.4495940534838874,0.4764174965655694,0.4216717997362257,0.4631677019137507,20.0324*exp(-0.366487*(ZDR - 0.608401)**2 - 11.8983*(0.024117*Z + (0.23733337124 - 0.5067681395*KDP)*(-0.351949*ZDR - 0.656524) - 1)**2) + 1.49182,-2.2,0.7354425449936688,0.6550076471153697,4.260389240442778,4.940200202161594,0.4158225635092587,0.49881255344155084,-1.9666666666666668
2,0.8089512321908938,0.6470040364295898,0.7635287823014268,2.820609043149505,4.1290932096047035,0.45270221380671416,0.6593628878877952,0.5130223428058288,61.7817*exp(-11.6255*(0.777023 - KDP)**2 - 1.70736*(0.148917*ZDR - 1)**2) + 61.7817*exp(-13.0197*(0.016538*Z - 1)**2 - 0.164073*(-0.589717*ZDR - 1)**2) + 1.18253,-2.4,0.7838164080435243,0.8222585358519245,0.7945395100718714,6.775706586321131,6.608973586499774,0.23286190253985456,0.2299765055622899,0.23216060807834962,32.4387*KDP + 0.912426*Z + (12.8969679328 - 8.1686832976*ZDR)*(0.73818*KDP + 0.136044)*(62.0977*RhoHV - 58.8614) - 35.2926,-2.0,0.6984478007150718,0.7128669805368388,0.7020905957312235,2.7021875788962846,2.6378584213606735,0.47072846880109137,0.44975906482693345,0.4654262542229712,42.3628*exp(-7.52066*(1 - 0.0166907*Z)**2 - 6.02526*(-KDP + 0.0878218*(-ZDR - 0.0804324)**2 + 0.316653)**2) - 0.229678,-2.2,0.7637384803164967,0.7273765176061177,4.09950106945564,4.45864173915505,0.38543086171588664,0.44636615275900615,-2.2
3,0.7951331836967153,0.6699723004889155,0.7621150813282134,2.9148420678747744,3.9604026344865972,0.4932591126786995,0.5486785801647004,0.5145535639429725,65.1126*exp(-14.2402*(1 - 0.0193497*Z)**2 - 2.0*exp(-4.0*exp(-45.7833*(0.614835 - KDP)**2 - 1.50393*(0.15078*ZDR - 1)**2) - 4.0*tanh(0.124828*ZDR - 0.478553)**2)) + 1.01838,-2.4,0.8051751227999926,0.8141396370273679,0.8076202788595375,6.657960397470633,6.07242101136887,0.22637719662570124,0.21845241266387236,0.22464875617766866,39.7285*KDP + 27.422*exp(-18.8379*(0.019328*Z - 1)**2 - 226.825*(-0.00216945*KDP - RhoHV + 0.0626243*ZDR + 0.971375)**2) - 3.86558,-2.2,0.7208284622945268,0.648210447201921,0.7072611661955128,2.6882561223455705,2.585076920687192,0.4548014633434051,0.48284370215452255,0.4613695631313132,53.5207*exp(-0.393865*(ZDR - 0.297258)**2 - 2.0*(0.610386*KDP + tanh((4.53934 - 0.118243*Z)*(-0.101409*ZDR - 0.232285)) - 0.929904)**2) + 0.0882802,-2.2,0.773712256263745,0.7107741282394014,4.087019529230326,4.20596685551422,0.39147925754926866,0.41665823166103183,-2.2666666666666666
4,0.7685980279822868,0.6384167470932257,0.7295684696364801,3.040080317849954,4.366966462335237,0.5059739289165183,0.6307494355370082,0.5486252587221387,2.58071 + 30.1165*exp(-17.3564*(0.0194474*Z - 1)**2*(0.182572*ZDR + (0.188546903028 - 0.61940886444*KDP)*(ZDR - 0.737781)**2 + 1)**2),-2.2,0.8329257454056798,0.697765173561349,0.8088511151343644,6.349770473728606,6.91477389626014,0.21702346108967163,0.24472880285789575,0.22392895700956347,35.8527*exp(0.63791*KDP) + 54.7533*exp(-426.109*(1 - 0.995298*RhoHV)**2*(ZDR + 0.499779)**2*(ZDR + 0.572983)**2 - 15.6263*(1 - 0.0163264*Z)**2) - 30.7942,-2.3,0.6898449951373677,0.7585771617528828,0.7095270821365864,2.6798831043429714,2.5686428192413464,0.4714774589366078,0.42567169267692523,0.45958050169522746,24.3002*exp(-1395.68*(0.987308 - RhoHV)**2 - 17.148*(KDP - 0.87286)**2*(0.0194453*Z - 1)**2*(0.227567*ZDR + 1)**2) + 1.32896,-2.2,0.7637895895084448,0.6982530274691525,4.023244631973844,4.616794392612242,0.39815828298093253,0.43371664369060975,-2.2333333333333334
5,0.7730356742404112,0.7132278899887976,0.7607650247305793,3.207227533114833,3.2544515144209316,0.5301580685983396,0.4785332575772511,0.5160116084648246,1.36267 + 63.4935*exp(-11.4886*(0.015339*Z - 1)**2*(-0.101893*ZDR + (2.70658083696*KDP + 1.29338992328)*exp(-2.5923*(1 - 0.10973*ZDR)**2 - 6.71316*(KDP - 0.805396)**2) - 1)**2),-2.4,0.7906101240176705,-5.666803914789435,-0.9485147876946136,6.709174113060944,39.81684487099735,0.23237569505186575,1.3536744108145524,0.7149509144367558,35.0138*KDP - 2.92484 + 22.0873/(-32.0819*RhoHV - 0.180859*Z + 1.15909*ZDR + 40.4027),-1.9,0.7018201975960645,0.6805662638304588,0.696756322333467,2.643749212259364,2.9004044291586553,0.46936360428764584,0.4686775087078456,0.4695746556958549,37.8929*exp(-8.72082*(0.0176659*Z - 1)**2 - 8.95795*(-KDP + 0.106592*ZDR + 0.26348)**2) + 0.478982,-2.0,0.7551553319513821,-1.4243365869900597,4.186716952811714,15.323900271525645,0.4106324559792837,0.7669617256998831,-2.1
6,0.7378654521340731,0.6368189879253803,0.708683600837685,3.2607591106039058,4.304617252324947,0.5404384792457253,0.6285426843105357,0.5694159162627753,24.5709 - 23.2745*tanh(-0.0898188*Z + 0.217711*ZDR + (0.438027 - 2.98147*KDP)*(0.310894*ZDR + 0.0701652) + 4.27678),-2.0,0.8106375024475819,0.6909948499763212,0.7866418371779582,6.673578328034242,7.400834641282874,0.22931435337627387,0.2576600156394788,0.23658053222104183,36.9929*KDP + (4.1234217676 - 2.4798627979*ZDR)*(27.7908 - 0.705606*Z)*log((10.4574 - 10.3121*RhoHV)*(0.39441*ZDR + 0.777087)) + 2.99907,-2.1,0.7095920565886686,0.6972266751571039,0.7065533277585206,2.659581556376109,2.6853760036122707,0.4612221713282778,0.4640177729351264,0.46192701895463434,22.7826*exp(-0.408376*(ZDR - 0.602994)**2 - 2.98336*(0.130168*ZDR + (0.781928761313 - 0.0329242556978*Z)*(1.82067*KDP + 1.02129) + 1)**2) + 0.584418,-2.2,0.7526983370567746,0.6750135043529352,4.197972998338085,4.796942632406697,0.410325001316759,0.4500734909617137,-2.1
7,0.7496543614012606,0.7963339996245903,0.7595240091689306,3.3934567899006067,2.6735347851163622,0.5316850692679662,0.460125694459159,0.5173482652439713,64.047*exp(-11.6973*(0.0193063*Z - 1)**2 - 2.0*exp(-0.722356*(1 - 0.228061*ZDR)**2 - 4.0*exp(-19.1272*(KDP - 0.707422)**2 - 1.66942*(0.157382*ZDR - 1)**2))) + 0.467527,-2.4,0.7692518931654213,0.8399234439167602,0.7891107904860567,7.041896420940112,6.118614638490045,0.2378189058804453,0.22495562925306992,0.23520770933709614,39.1131*KDP + 19.2012*exp(-23.1311*(1 - 0.0201912*Z)**2 - 1.92482*(ZDR - 0.569924)**2) - 2.11963,-2.0,0.695812824105621,0.7115008236216084,0.6996852139766816,2.7214650526130892,2.622534258857555,0.47300889785834566,0.45015797455529233,0.46730145026734243,30.7601*exp(-0.480781*(ZDR - 0.215724)**2 - 11.6611*(-0.328039*KDP - 0.0174837*Z + 1)**2) + 0.580081,-2.0,0.7382396928907676,0.7825860890543196,4.385606087817936,3.804894560821321,0.41417095766891904,0.37841309942250706,-2.1333333333333333
8,0.7485775379955797,0.6959742705177735,0.7376303651815399,3.3798843039707216,3.3453563880511474,0.5306065250700877,0.5720561966039448,0.5403857910910236,33.0821*exp(-28.6253*(1 - 0.0219884*Z)**2 - 2.0*exp(-14.4412*(KDP - 0.129535)**2 - 4.0*exp(-9.03611*(KDP + 0.0817576)**2 - 4.69672*(ZDR - 0.430663)**2))) + 1.72896,-2.4,0.8001718861217877,0.728411938521973,0.7849415776063051,6.765795261714956,7.249521765696032,0.22985224782228794,0.2614893381175758,0.23752132141613655,38.9681*KDP + 35.7091*exp(-1.74376*(1 - 0.51995*KDP)**2 - 3212.3*(0.996745*RhoHV - 1)**2*(-ZDR - 0.00605088)**2) - 1.20649,-2.2,0.7043393944220415,0.7395407048532081,0.712884918402727,2.6942428913322307,2.457860667949486,0.46225165336224094,0.4388408036581121,0.456916429174691,10.2194*exp(-29.5482*(KDP - 0.320016)**2 - 7227.97*(RhoHV - 0.989556)**2) + 10.2194*exp(-27.2252*(0.0235696*Z - 1)**2 - 2.0*exp(-6.7078*(0.591456*ZDR - 1)**2)) + 1.38187,-2.4,0.7510296061798029,0.7213089712976516,4.279974152339302,4.350912940565554,0.40757014208487224,0.4241287794598776,-2.3333333333333335
9,0.7395476688402087,0.7286415660399596,0.7366474349956802,3.2894547253097284,3.6269953892793745,0.5356498666884085,0.5555470752681977,0.5413970837203005,17.293*exp((22.4061 - 21.2404*RhoHV)*((0.720479 - 1.6881*KDP)*(-0.382091*ZDR - 0.119908) + (2.84563 - 0.0619979*Z)*(0.0584498*Z - 2.69173))) + 1.85303,-2.2,0.7726951559094253,0.7875210586723858,0.7793433876394653,6.846643820125753,7.361846864695567,0.24337088481032218,0.23273014418881371,0.24059292167712934,38.5009*KDP - (0.91526919795*Z - 34.623596412)*(-29.6478*RhoHV + 1.25517*ZDR + 26.9093) + 1.56269,-1.9,0.6802830878783447,0.7673581072205188,0.7009989575900677,2.8070209793283265,2.3089859537040907,0.481756006194543,0.4118461595657449,0.46627821198957436,22.9519*exp(-16.1075*(1 - 0.994174*KDP)**2*(0.0209161*Z - 0.0742168*ZDR - 1)**2 - 0.40709*(ZDR - 0.741931)**2) + 1.43929,-2.2,0.7308419708759929,0.7611735773109548,4.314373174921269,4.432609402559677,0.42025891923109127,0.40004112634091876,-2.1
