,c0_train_r2,c0_test_r2,c0_all_r2,c0_train_rmse,c0_test_rmse,c0_train_nrmse,c0_test_nrmse,c0_all_nrmse,c0_equation,c0_simplicity,c1_train_r2,c1_test_r2,c1_all_r2,c1_train_rmse,c1_test_rmse,c1_train_nrmse,c1_test_nrmse,c1_all_nrmse,c1_equation,c1_simplicity,c2_train_r2,c2_test_r2,c2_all_r2,c2_train_rmse,c2_test_rmse,c2_train_nrmse,c2_test_nrmse,c2_all_nrmse,c2_equation,c2_simplicity,mean_train_r2,mean_test_r2,mean_train_rmse,mean_test_rmse,mean_train_nrmse,mean_test_nrmse,mean_simplicity
0,0.9027924083579005,0.896319887438411,0.9011498425181739,3.66252281485677,3.821770583736143,0.3689394218077943,0.37938848824296567,0.3716483326405782,(-1.70129*KDP - 0.64607)*(10.0904555807*ZDR - 36.383207218)*exp(-9.09993*(1 - 0.0184201*Z)**2 - 2.0*tanh(16.1399*RhoHV - 15.9862)**2) - 0.174974,-2.2,0.9411551063957386,0.8057473390551,0.9146487556477573,2.2396898032268866,3.4774773222262856,0.2620806894748383,0.4013846088410982,0.30376558447357244,41.444*exp(-4.02337*(KDP - 0.809908)**2 - 4.0*exp(-1.66805*(1 - 0.035224*KDP)**2 - 103.078*(-0.51757*KDP + 0.0290537*Z - 1)**2)) + 0.150461,-2.3,0.9050892646198659,0.8754291782743027,0.897067968352225,3.945763696711672,4.795408254829977,0.371607487805835,0.5067829048439472,0.40448888792716886,58.0837*exp(-16.1261*(0.0198097*Z - 1)**2 - 14.2355*(-0.229557*KDP - 0.746012*RhoHV + 0.0496828*ZDR + 1)**2) + 2.30232,-2.1,0.9163455931245017,0.859165468255938,3.282658771598443,4.031552053597468,0.33420919969615587,0.42918533397600367,-2.1999999999999997
1,0.9018803853352436,0.8978579846527561,0.9012991949626059,3.7854269166272427,3.43244807297669,0.3671086888785278,0.3846921721360379,0.37136746526309194,(21.7726275354*KDP - 2.03242771368*ZDR + 9.2195988066)*(0.0340726*Z + exp(-15.2091*(1 - 0.0201818*Z)**2 - 1.01933*(ZDR - 0.479683)**2) - 0.445958) - 2.65826,-2.2,0.9558066103505278,0.9114707291245422,0.9513314693786531,2.0405020547083783,1.7278668071939827,0.22814326040275326,0.23133041004729277,0.22938116649524753,43.347 - 64.9665*exp(-0.378252*(0.775983*KDP + 1)**2 - 3.08857*(-KDP + 0.804704*exp(-3.5318*(0.568854 - KDP)**2 - 288.323*(-KDP - 0.0788961)**2*(0.0216783*Z - 1)**2) - 0.0540767)**2),-2.5,0.9066187198664606,0.8735714460541714,0.8960042325013606,3.7166203623629817,5.376117822898402,0.3833392809026518,0.4409688095547,0.4065735810640261,58.4384*exp(-15.2964*(1 - 0.0191287*Z)**2 - 1.24267*(-0.739977*KDP + 0.130919*ZDR + 1)**2) + 1.77321,-2.0,0.9214352385174106,0.8943000532771567,3.180849777899534,3.512144234356358,0.32619707672797765,0.3523304639126769,-2.2333333333333334
2,0.884337554520507,0.9075232861071427,0.8926591288627018,3.721238631514854,4.2441478492912985,0.383583006590771,0.3948021949052598,0.38728088647767267,93.4186*exp(-8.58473*(1 - 0.513124*KDP)**2*(0.0127128*Z - 1)**2 - 34.6839*(-0.989449*RhoHV + 0.0664916*ZDR + 1)**2) - 0.37063,-2.2,0.9167225538323615,0.918762497379961,0.9181013273081982,2.4856922769830345,2.739994968945607,0.3078186097259182,0.27194480282874356,0.2975583017685698,2.14915 + 65.1094*exp(-96.2787*(1 - 0.0177311*Z)**2*(0.0152081*ZDR + (1.63462947725 - 0.031014923772*Z)*(2.16656*KDP + 0.358072) - 1)**2),-2.2,0.9081574557957364,0.8627364030579553,0.8981917638121573,4.031818356989677,4.495731132476184,0.3925428041554851,0.42861446937741426,0.40227475546040753,40.634*tanh(0.721628*KDP - 0.103769*ZDR + tanh(0.0574577*Z - 2.31737) - 0.923239) + 39.2315,-1.8,0.9030725213828683,0.896340728848353,3.412916421829189,3.826624650237697,0.3613148068240581,0.3651204890371392,-2.066666666666667
3,0.9031333362884966,0.8919762904650826,0.9009616359850973,3.7875971279164835,3.4524690746917677,0.3743375386681816,0.3633574879559016,0.37200196577472217,128.122*exp(-7.80361*(1 - 0.0114434*Z)**2*(0.389852*KDP - 1)**2 - 84.9134*(0.995334*RhoHV - 0.0390068*ZDR - 1)**2) - 1.23582,-2.2,0.9463349303452612,0.8750289473090155,0.9275575332346035,2.0464314402534693,3.236182355407872,0.23635228303442177,0.3886873825445397,0.2798531855853677,49.1712 - 47.4319*exp(-0.364195*(1 - 0.0393694*Z)**4*(-0.402156*KDP - 1)**4 - 2.0*exp(-42.5858*(1 - 0.0279654*Z)**2 - 25.9394*(KDP + 0.0146878*ZDR - 0.70793)**2)),-2.4,0.9037443369393884,0.903182306841379,0.9040510018846845,4.085489432347913,3.872044005900115,0.3770359218082292,0.4390815800619507,0.39052743136016743,70.0179*exp(-15.1168*(1 - 0.0154896*Z)**2*(0.358945*KDP - 1)**2 - 0.33005*(-0.880096*KDP + ZDR - 0.012309)**2) + 1.93765,-2.2,0.917737534524382,0.8900625148718256,3.3065060001726216,3.5202318119999183,0.32924191450361084,0.39704215018746397,-2.2666666666666666
4,0.9009269341607327,0.8911786836516199,0.8985705779685259,3.7284023715491146,3.817988126017776,0.37423233880771617,0.3830714465474063,0.3764657587915014,(-366.07545661*KDP - 90.164362903)*(-23.7684*RhoHV + 0.275383*ZDR + 19.9406)*exp(-7.23342*(1 - 0.0191142*Z)**2 - 3.02305*(0.0368331*ZDR + 1)**2) - 1.21482,-2.2,0.9353149977975719,0.6731234444330388,0.8511372940478944,2.125404823731309,5.81256629081266,0.26830900617516995,0.5516513404757348,0.40116828727179693,81.2094*exp(-0.948986*(1 - 0.17033*ZDR)**2 - 3.88866*(0.817198*KDP - 1)**2*exp((5.93268*KDP - 2.08712)*(0.0561999*Z - 2.36566))) + 1.81619,-2.2,0.8933945245435065,0.8797626111876773,0.8927295174248789,4.549049508532364,3.278451991926031,0.4093490768724922,0.4098584528791471,0.412925249606222,35.0393*tanh(0.803057*KDP + 0.0603648*Z - 3.41357) + 35.1611,-1.6,0.9098788188339371,0.814688246424112,3.4676189012709293,4.3030021362521556,0.3506301406184595,0.4481937466340961,-2.0
5,0.8927731709517691,0.909611281237002,0.8973737136387698,3.797645902326247,3.6985907140615124,0.38229900390259913,0.3678756815965334,0.3786803874996437,(73.668511235*KDP - 15.6164376015*ZDR + 36.339041185)*exp(-0.284258*(0.658105 - ZDR)**2 - 1.80518/(0.0574753*Z - 1)**2) + 2.08,-2.1,0.930782742426749,0.9284137791451286,0.9305550814472954,2.4184063914944844,2.1300798072228986,0.2723052040799761,0.27817245366393356,0.2740020904519537,30.7408*tanh(2.30889*KDP + (1.30818 - 3.59195*KDP)*(6.44612 - 0.130357*Z)*(0.171022*Z - 7.16187) - 1.67787) + 32.7563,-2.0,0.9092350232874497,0.8518543466827458,0.8939626206798755,3.8525936303901576,5.218043752002868,0.39339055855552096,0.4384184256274302,0.41054504576332634,29.5513*tanh(1.2346*KDP + 0.0843673*Z - 0.154229*ZDR - 4.46655) + 31.4704,-1.7,0.9109303122219892,0.8966264690216255,3.3562153080702966,3.6822380910957597,0.34933158884603205,0.36148885362929906,-1.9333333333333333
6,0.896877651542204,0.8951287184321605,0.8964361978086439,3.776876174256641,3.830178890684739,0.3789214980965028,0.384830664780179,0.38040612345440283,112.725*exp(-92.3449*(1 - 0.977234*RhoHV)**2*(-ZDR - 0.262647)**2 - 5.31127*(0.017403*KDP + 1)**2*(0.425474*KDP - 1)**2*tanh(0.0223367*Z - 1.63499)**2) - 2.31574,-2.4,0.9248764688130184,0.9302262682319025,0.9263291599312314,2.5220072411707357,2.084605282934337,0.2816874926363806,0.280133100931849,0.2822158822227106,3.15217*(KDP + 0.633753)**2*(0.0639625*Z - 1)**2 + 48.1837*exp(-31.6516*(KDP - 0.629999)**2 - 55.3551*(0.0277764*Z - 1)**2) + 0.32824,-2.2,0.8973457271353033,0.8686243180659069,0.889815044790973,4.141671910690972,4.814026649993651,0.4054791250170649,0.451729746787168,0.4184971189346947,29.7764*tanh(0.718581*KDP + 0.0998702*Z - 5.00938) + 31.6611,-1.6,0.9063666158301752,0.8979931015766566,3.480185108706116,3.5762702745375754,0.35536270524998276,0.3722311708330653,-2.0666666666666664
7,0.8995271610718363,0.8774234928665522,0.8940263635859794,3.736498903158728,4.112696946216468,0.37359105238602686,0.41750490958188025,0.3848065222896681,87.2024 - 87.3767*exp(-0.021161*(0.402247*ZDR - 1)**2 - 2.0*tanh(-0.0174139*Z + (36.6125 - 39.5007*RhoHV)*exp(-4.25552*(0.495848*KDP - 1)**2 - 0.813698*(ZDR - 0.238741)**2) + 0.451175)**2),-2.4,0.9422085469333922,0.5619437684519666,0.8398871275988511,2.1042861867377436,6.134445963638108,0.25837857919863755,0.6216177182144077,0.4160511858043022,89.322*exp(-2.39673*(1 - 0.894009*KDP)**2*(0.0391176*Z - 1)**2*exp(3.0884*KDP) - 255.042*(1 - 0.0194009*Z)**2*(KDP - 0.656079)**2) + 2.35657,-2.3,0.9193411173955413,0.8351910434544957,0.8948736490425839,3.5759368856672196,5.717997756212426,0.3656398547416365,0.47883441178124586,0.4087776265547318,58.3364*exp(-0.279403*(0.841793 - ZDR)**2 - 21.4574*(0.0162983*Z - 1)**2*exp(-3.17239*(0.168315 - KDP)**2 - 0.495265*(1 - 0.300271*ZDR)**2)) + 1.28492,-2.4,0.9203589418002567,0.7581861015910047,3.138907325187897,5.321713555355668,0.3325364954421003,0.5059856798591779,-2.3666666666666667
8,0.8954984550107713,0.9061475836293162,0.8982772385778726,3.7814547890505783,3.6805412277411937,0.38134534662211006,0.3641694415807385,0.3770097454638072,(14.994974573*KDP + 32.7487713418)*(0.580282*KDP + exp(-0.967818*(0.341614 - ZDR)**2 - 11.6697*(1 - 0.0174509*Z)**2) + 0.104645) - 3.13154,-2.2,0.9232630132006691,0.7785334205114893,0.8865199797045215,2.463512414760674,4.2284369574910174,0.28785993305772445,0.4901378004218326,0.3502622572671946,20.3973*tanh((0.0817693*Z - 4.15809)*(-0.236431*ZDR + (1.75608*KDP - 0.882333)*(-0.494329*ZDR - 1.20927) + 0.877683)) + 22.7123,-2.0,0.9028233279408454,0.8540090147893222,0.8914729055918194,4.07512519727992,4.866218548116661,0.3758250952670475,0.5531794741956646,0.4153367982620536,39.8019*tanh(0.555321*KDP + 0.0614492*Z - 3.39812) + 39.3353,-1.6,0.907194932050762,0.8462300063100425,3.4400308003637243,4.2583989111162905,0.3483434583156273,0.4691622387327452,-1.9333333333333336
9,0.8969731178306267,0.9017765230615346,0.898229788134619,3.756821986621909,3.7588289682078315,0.3745437989287177,0.38495455454350175,0.37709766675877654,(9.0414789138*KDP + 17.2378356822)*(1.44655*KDP + exp(-26.2876*(1 - 0.0213544*Z)**2 - 0.883923*(ZDR - 0.334126)**2) - 1.05782) + 20.423,-2.1,0.92846661316423,0.6447768234046187,0.8238602444705748,2.187600390323933,6.454084771089722,0.2566527593983844,0.7392681521271954,0.43637748440954105,69.6472*exp(-4.26853*(1 - 0.949384*KDP)**2*exp((2.8183 - 6.94284*KDP)*(3.62489 - 0.0877917*Z)) - 0.661986*(0.14207*ZDR - 1)**2) + 2.19369,-2.2,0.9025357083376044,0.8505400072185296,0.8958191155456108,4.2755328649347755,3.9767846648076604,0.37968832927352625,0.5258925520606145,0.4069352794391535,33.3233*tanh(1.02106*KDP + 0.0633378*Z - 0.156171*ZDR - 3.47663) + 32.9885,-1.7,0.9093251464441536,0.7990311178948944,3.406651747293539,4.729899468035071,0.3369616292002095,0.5500384195771039,-2.0000000000000004
