epoch,lr,step,time,train_acc_epoch,train_loss,valid_acc_epoch,valid_loss
112,,18949,,,0.8657485246658325,,
112,,18999,,,0.8203231692314148,,
112,,19049,,,0.7833226919174194,,
112,,19096,,,,0.6620361804962158,0.8186236619949341
112,0.0010000000474974513,19096,411.4233703613281,0.6625257134437561,,,
113,,19099,,,0.8059695363044739,,
113,,19149,,,0.8164113163948059,,
113,,19199,,,0.799040675163269,,
113,,19249,,,0.7965969443321228,,
113,,19265,,,,0.6630821824073792,0.8055953979492188
113,0.0010000000474974513,19265,441.8287658691406,0.6629874110221863,,,
114,,19299,,,0.8022513389587402,,
114,,19349,,,0.8151015639305115,,
114,,19399,,,0.835632860660553,,
114,,19434,,,,0.664275050163269,0.8123461008071899
114,0.0010000000474974513,19434,471.77618408203125,0.6634431481361389,,,
115,,19449,,,0.851219654083252,,
115,,19499,,,0.7932021021842957,,
115,,19549,,,0.8070982098579407,,
115,,19599,,,0.8092788457870483,,
115,,19603,,,,0.6648906469345093,0.8180416226387024
115,0.0010000000474974513,19603,502.3366394042969,0.6638616919517517,,,
116,,19649,,,0.7860798835754395,,
116,,19699,,,0.8180378675460815,,
116,,19749,,,0.8030495643615723,,
116,,19772,,,,0.665158212184906,0.8200536966323853
116,0.0010000000474974513,19772,537.8013305664062,0.6643232703208923,,,
117,,19799,,,0.8293734192848206,,
117,,19849,,,0.7663706541061401,,
117,,19899,,,0.8204012513160706,,
117,,19941,,,,0.6656048893928528,0.8069155216217041
117,0.0010000000474974513,19941,568.3197631835938,0.6648199558258057,,,
118,,19949,,,0.800499439239502,,
118,,19999,,,0.8295619487762451,,
118,,20049,,,0.8051709532737732,,
118,,20099,,,0.8774824738502502,,
118,,20110,,,,0.6657431721687317,0.8273528218269348
118,0.0010000000474974513,20110,598.2803955078125,0.665183961391449,,,
119,,20149,,,0.7879953980445862,,
119,,20199,,,0.8261401057243347,,
119,,20249,,,0.8205967545509338,,
119,,20279,,,,0.6657704710960388,0.8102248907089233
119,0.0010000000474974513,20279,624.778076171875,0.6656467914581299,,,
120,,20299,,,0.8197742700576782,,
120,,20349,,,0.7839517593383789,,
120,,20399,,,0.8267951607704163,,
120,,20448,,,,0.6657098531723022,0.8392506241798401
120,0.0010000000474974513,20448,653.4879760742188,0.6660279631614685,,,
121,,20449,,,0.8392533659934998,,
121,,20499,,,0.8108819127082825,,
121,,20549,,,0.8305127620697021,,
121,,20599,,,0.8204166293144226,,
121,,20617,,,,0.6654995679855347,0.8249708414077759
121,0.0010000000474974513,20617,682.6265869140625,0.6664692163467407,,,
122,,20649,,,0.8329712152481079,,
122,,20699,,,0.8027858734130859,,
122,,20749,,,0.8077810406684875,,
122,,20786,,,,0.6656445264816284,0.815824568271637
122,0.0010000000474974513,20786,712.8265991210938,0.6669210195541382,,,
123,,20799,,,0.8132774233818054,,
123,,20849,,,0.7820648550987244,,
123,,20899,,,0.7867521643638611,,
123,,20949,,,0.8301154971122742,,
123,,20955,,,,0.6655785441398621,0.8398230671882629
123,0.0010000000474974513,20955,743.0226440429688,0.6673277616500854,,,
124,,20999,,,0.8227491974830627,,
124,,21049,,,0.8142442107200623,,
124,,21099,,,0.8308017253875732,,
124,,21124,,,,0.6656880974769592,0.8004884719848633
124,0.0010000000474974513,21124,773.91162109375,0.6677871346473694,,,
125,,21149,,,0.7761571407318115,,
125,,21199,,,0.8347855806350708,,
125,,21249,,,0.8111929297447205,,
125,,21293,,,,0.665799617767334,0.8617856502532959
125,0.0010000000474974513,21293,804.3531494140625,0.668193519115448,,,
126,,21299,,,0.8059412837028503,,
126,,21349,,,0.7628200650215149,,
126,,21399,,,0.7731972336769104,,
126,,21449,,,0.8094882965087891,,
126,,21462,,,,0.6658383011817932,0.8027904629707336
126,0.0010000000474974513,21462,834.392333984375,0.6685640811920166,,,
127,,21499,,,0.7755799889564514,,
127,,21549,,,0.8274441957473755,,
127,,21599,,,0.7761260271072388,,
127,,21631,,,,0.6665124893188477,0.7865746021270752
127,0.0010000000474974513,21631,864.7764892578125,0.6690052151679993,,,
128,,21649,,,0.8096468448638916,,
128,,21699,,,0.777306854724884,,
128,,21749,,,0.7934909462928772,,
128,,21799,,,0.7896928191184998,,
128,,21800,,,,0.6670016050338745,0.8230063319206238
128,0.0010000000474974513,21800,895.3983154296875,0.6694015264511108,,,
129,,21849,,,0.7899284958839417,,
129,,21899,,,0.7807965278625488,,
129,,21949,,,0.7723768949508667,,
129,,21969,,,,0.6672825217247009,0.800979495048523
129,0.0010000000474974513,21969,926.214111328125,0.6697878837585449,,,
130,,21999,,,0.7962285876274109,,
130,,22049,,,0.7939339280128479,,
130,,22099,,,0.790398120880127,,
130,,22138,,,,0.6678245067596436,0.7851241230964661
130,0.0010000000474974513,22138,956.71826171875,0.6702277660369873,,,
131,,22149,,,0.7647697329521179,,
131,,22199,,,0.7566779255867004,,
131,,22249,,,0.79891037940979,,
131,,22299,,,0.7775835394859314,,
131,,22307,,,,0.668185830116272,0.8181520700454712
131,0.0010000000474974513,22307,983.2757568359375,0.670730710029602,,,
132,,22349,,,0.7894173860549927,,
132,,22399,,,0.8049424886703491,,
132,,22449,,,0.7781709432601929,,
132,,22476,,,,0.6685633063316345,0.7839930653572083
132,0.0010000000474974513,22476,1011.9269409179688,0.6711511611938477,,,
133,,22499,,,0.7816697955131531,,
133,,22549,,,0.800529420375824,,
133,,22599,,,0.798383355140686,,
133,,22645,,,,0.6689844131469727,0.8097187280654907
133,0.0010000000474974513,22645,1040.6697998046875,0.6715574264526367,,,
134,,22649,,,0.8226441740989685,,
134,,22699,,,0.7612789869308472,,
134,,22749,,,0.7780263423919678,,
134,,22799,,,0.7808656692504883,,
134,,22814,,,,0.6692909598350525,0.7936491370201111
134,0.0010000000474974513,22814,1070.869384765625,0.671957790851593,,,
135,,22849,,,0.7773377895355225,,
135,,22899,,,0.798680305480957,,
135,,22949,,,0.7916369438171387,,
135,,22983,,,,0.6697415709495544,0.7890589833259583
135,0.0010000000474974513,22983,1101.363525390625,0.6723764538764954,,,
136,,22999,,,0.7904688715934753,,
136,,23049,,,0.8126495480537415,,
136,,23099,,,0.7731099128723145,,
136,,23149,,,0.7850379943847656,,
136,,23152,,,,0.6700661778450012,0.8018015623092651
136,0.0010000000474974513,23152,1131.902099609375,0.6728206872940063,,,
137,,23199,,,0.8176053762435913,,
137,,23249,,,0.825303852558136,,
137,,23299,,,0.7821412086486816,,
137,,23321,,,,0.670096218585968,0.8181958198547363
137,0.0010000000474974513,23321,1162.41796875,0.673173189163208,,,
138,,23349,,,0.7879136204719543,,
138,,23399,,,0.7844081521034241,,
138,,23449,,,0.7518030405044556,,
138,,23490,,,,0.6702886819839478,0.7835158109664917
138,0.0010000000474974513,23490,1192.453857421875,0.6735666394233704,,,
139,,23499,,,0.7414324879646301,,
139,,23549,,,0.7732053995132446,,
139,,23599,,,0.7459442615509033,,
139,,23649,,,0.7766698598861694,,
139,,23659,,,,0.6706351041793823,0.7933692932128906
139,0.0010000000474974513,23659,1222.7880859375,0.6739653944969177,,,
140,,23699,,,0.7395192980766296,,
140,,23749,,,0.7333886623382568,,
140,,23799,,,0.8275279402732849,,
140,,23828,,,,0.6709558367729187,0.7851725816726685
140,0.0010000000474974513,23828,1253.11279296875,0.6743804216384888,,,
141,,23849,,,0.8073626160621643,,
141,,23899,,,0.8251952528953552,,
141,,23949,,,0.7829108238220215,,
141,,23997,,,,0.6713364124298096,0.7859762907028198
141,0.0010000000474974513,23997,1283.7962646484375,0.6748013496398926,,,
142,,23999,,,0.7558072209358215,,
142,,24049,,,0.7423765063285828,,
142,,24099,,,0.7627310156822205,,
142,,24149,,,0.7643448710441589,,
142,,24166,,,,0.6715728044509888,0.8005753755569458
142,0.0010000000474974513,24166,1313.623779296875,0.6751855611801147,,,
143,,24199,,,0.7889500856399536,,
143,,24249,,,0.7722835540771484,,
143,,24299,,,0.7853807806968689,,
143,,24335,,,,0.671872079372406,0.7796184420585632
143,0.0010000000474974513,24335,1340.2781982421875,0.675518810749054,,,
144,,24349,,,0.758901059627533,,
144,,24399,,,0.7599870562553406,,
144,,24449,,,0.7801551818847656,,
144,,24499,,,0.8131030797958374,,
144,,24504,,,,0.6723281741142273,0.7782588601112366
144,0.0010000000474974513,24504,1369.011474609375,0.6759249567985535,,,
145,,24549,,,0.7554430961608887,,
145,,24599,,,0.7710099816322327,,
145,,24649,,,0.7738960981369019,,
145,,24673,,,,0.6727184653282166,0.7768334150314331
145,0.0010000000474974513,24673,1397.615478515625,0.6763135194778442,,,
146,,24699,,,0.8029245734214783,,
146,,24749,,,0.768765389919281,,
146,,24799,,,0.7368749380111694,,
146,,24842,,,,0.6731704473495483,0.7599194645881653
146,0.0010000000474974513,24842,1427.7177734375,0.6767023205757141,,,
147,,24849,,,0.7593862414360046,,
147,,24899,,,0.7631423473358154,,
147,,24949,,,0.7583723068237305,,
147,,24999,,,0.7424290776252747,,
147,,25011,,,,0.6735177636146545,0.8114150166511536
147,0.0010000000474974513,25011,1458.0443115234375,0.6770870685577393,,,
148,,25049,,,0.7845733165740967,,
148,,25099,,,0.7464476823806763,,
148,,25149,,,0.7562052011489868,,
148,,25180,,,,0.6738213896751404,0.7746278047561646
148,0.0010000000474974513,25180,1488.536865234375,0.6774381995201111,,,
149,,25199,,,0.8183864951133728,,
149,,25249,,,0.7713770270347595,,
149,,25299,,,0.7706832885742188,,
149,,25349,,,0.7846958637237549,,
149,,25349,,,,0.6739872097969055,0.8333495259284973
149,0.0010000000474974513,25349,1519.546875,0.6777940392494202,,,
150,,25399,,,0.784447193145752,,
150,,25449,,,0.753660261631012,,
150,,25499,,,0.7713699340820312,,
150,,25518,,,,0.6741079688072205,0.7700313925743103
150,0.0010000000474974513,25518,1549.5546875,0.6781535744667053,,,
151,,25549,,,0.7452816963195801,,
151,,25599,,,0.7878400087356567,,
151,,25649,,,0.7633634209632874,,
151,,25687,,,,0.6744716763496399,0.7681734561920166
151,0.0010000000474974513,25687,1580.547607421875,0.678519070148468,,,
152,,25699,,,0.762982964515686,,
152,,25749,,,0.8504644632339478,,
152,,25799,,,0.7416066527366638,,
152,,25849,,,0.7608773708343506,,
152,,25856,,,,0.6749552488327026,0.7503183484077454
152,0.0010000000474974513,25856,1610.9873046875,0.6788689494132996,,,
153,,25899,,,0.7667943835258484,,
153,,25949,,,0.7750827074050903,,
153,,25999,,,0.7619290351867676,,
153,,26025,,,,0.6753343939781189,0.782273530960083
153,0.0010000000474974513,26025,1641.572998046875,0.6792536973953247,,,
154,,26049,,,0.7738811373710632,,
154,,26099,,,0.7213354110717773,,
154,,26149,,,0.7426903247833252,,
154,,26194,,,,0.6755606532096863,0.7784087061882019
154,0.0010000000474974513,26194,1671.55615234375,0.6796050667762756,,,
155,,26199,,,0.7313895225524902,,
155,,26249,,,0.7356055974960327,,
155,,26299,,,0.7241329550743103,,
155,,26349,,,0.7480599880218506,,
155,,26363,,,,0.675879955291748,0.7622486352920532
155,0.0010000000474974513,26363,1698.17724609375,0.6799480319023132,,,
156,,26399,,,0.7775790095329285,,
156,,26449,,,0.737575352191925,,
156,,26499,,,0.7317599654197693,,
156,,26532,,,,0.6760727167129517,0.814064621925354
156,0.0010000000474974513,26532,1727.11474609375,0.6803043484687805,,,
157,,26549,,,0.7592529058456421,,
157,,26599,,,0.7865328192710876,,
157,,26649,,,0.7614014148712158,,
157,,26699,,,0.7753055095672607,,
157,,26701,,,,0.6762270927429199,0.7734233736991882
157,0.0010000000474974513,26701,1755.92919921875,0.6806461811065674,,,
158,,26749,,,0.7534453272819519,,
158,,26799,,,0.7408361434936523,,
158,,26849,,,0.7554033398628235,,
158,,26870,,,,0.6765119433403015,0.7732348442077637
158,0.0010000000474974513,26870,1786.3125,0.6809908151626587,,,
159,,26899,,,0.7578071355819702,,
159,,26949,,,0.760033905506134,,
159,,26999,,,0.785792887210846,,
159,,27039,,,,0.6768693923950195,0.7584660649299622
159,0.0010000000474974513,27039,1816.544921875,0.6813226938247681,,,
160,,27049,,,0.7372769117355347,,
160,,27099,,,0.7515019178390503,,
160,,27149,,,0.7786948084831238,,
160,,27199,,,0.7734085321426392,,
160,,27208,,,,0.6773350238800049,0.7502692937850952
160,0.0010000000474974513,27208,1847.373046875,0.6816474199295044,,,
161,,27249,,,0.7531561851501465,,
161,,27299,,,0.7619675993919373,,
161,,27349,,,0.7548840641975403,,
161,,27377,,,,0.6777923703193665,0.754544734954834
161,0.0010000000474974513,27377,1877.92333984375,0.6819953918457031,,,
162,,27399,,,0.7253696322441101,,
162,,27449,,,0.7482379674911499,,
162,,27499,,,0.7319514751434326,,
162,,27546,,,,0.6781107187271118,0.7681834697723389
162,0.0010000000474974513,27546,1908.1322021484375,0.6823198795318604,,,
163,,27549,,,0.721000075340271,,
163,,27599,,,0.7266923189163208,,
163,,27649,,,0.7516478300094604,,
163,,27699,,,0.7297995686531067,,
163,,27715,,,,0.6784371733665466,0.7520097494125366
163,0.0010000000474974513,27715,1938.864501953125,0.6826632618904114,,,
164,,27749,,,0.7250147461891174,,
164,,27799,,,0.756257951259613,,
164,,27849,,,0.7849076986312866,,
164,,27884,,,,0.6788430213928223,0.753454327583313
164,0.0010000000474974513,27884,1969.397705078125,0.682990312576294,,,
165,,27899,,,0.7314297556877136,,
165,,27949,,,0.7326618432998657,,
165,,27999,,,0.7033342719078064,,
165,,28049,,,0.7287732362747192,,
165,,28053,,,,0.6790772676467896,0.7881685495376587
165,0.0010000000474974513,28053,1999.954833984375,0.6833130717277527,,,
166,,28099,,,0.7523496747016907,,
166,,28149,,,0.7409690022468567,,
166,,28199,,,0.7047473788261414,,
166,,28222,,,,0.6793345212936401,0.7492474913597107
166,0.0010000000474974513,28222,2030.154052734375,0.6836422085762024,,,
167,,28249,,,0.7657266855239868,,
167,,28299,,,0.7724368572235107,,
167,,28349,,,0.7506402134895325,,
167,,28391,,,,0.6795506477355957,0.7930635809898376
167,0.0010000000474974513,28391,2056.9736328125,0.683961808681488,,,
168,,28399,,,0.7255415320396423,,
168,,28449,,,0.738768458366394,,
168,,28499,,,0.8342379927635193,,
168,,28549,,,0.723002016544342,,
168,,28560,,,,0.6797617673873901,0.7500631809234619
168,0.0010000000474974513,28560,2086.99560546875,0.6842668056488037,,,
169,,28599,,,0.7246067523956299,,
169,,28649,,,0.7444201707839966,,
169,,28699,,,0.7136037349700928,,
169,,28729,,,,0.6801776885986328,0.7399505972862244
169,0.0010000000474974513,28729,2115.703857421875,0.6845823526382446,,,
170,,28749,,,0.7585197687149048,,
170,,28799,,,0.745442271232605,,
170,,28849,,,0.7847945094108582,,
170,,28898,,,,0.6804985404014587,0.7699061632156372
170,0.0010000000474974513,28898,2146.16015625,0.6848860383033752,,,
171,,28899,,,0.7481393218040466,,
171,,28949,,,0.7169005274772644,,
171,,28999,,,0.7050369381904602,,
171,,29049,,,0.7787298560142517,,
171,,29067,,,,0.6807806491851807,0.7499970197677612
171,0.0010000000474974513,29067,2176.49853515625,0.6851778626441956,,,
172,,29099,,,0.7444595098495483,,
172,,29149,,,0.7363561391830444,,
172,,29199,,,0.7212483286857605,,
172,,29236,,,,0.6810785531997681,0.7622399926185608
172,0.0010000000474974513,29236,2207.77783203125,0.6854671835899353,,,
173,,29249,,,0.7378482818603516,,
173,,29299,,,0.7427168488502502,,
173,,29349,,,0.737126886844635,,
173,,29399,,,0.7140769958496094,,
173,,29405,,,,0.6813294291496277,0.7604242563247681
173,0.0010000000474974513,29405,2238.669921875,0.685724139213562,,,
174,,29449,,,0.7395450472831726,,
174,,29499,,,0.7236031293869019,,
174,,29549,,,0.7571826577186584,,
174,,29574,,,,0.6815896034240723,0.7563602924346924
174,0.0010000000474974513,29574,2268.640625,0.6860089302062988,,,
175,,29599,,,0.757594108581543,,
175,,29649,,,0.7651662826538086,,
175,,29699,,,0.6935518980026245,,
175,,29743,,,,0.6818370223045349,0.760455846786499
175,0.0010000000474974513,29743,2299.306640625,0.6862969398498535,,,
176,,29749,,,0.7343372702598572,,
176,,29799,,,0.7374305129051208,,
176,,29849,,,0.6860949993133545,,
176,,29899,,,0.7069933414459229,,
176,,29912,,,,0.6820133924484253,0.7775594592094421
176,0.0010000000474974513,29912,2330.178955078125,0.6865921020507812,,,
177,,29949,,,0.7401286959648132,,
177,,29999,,,0.7538319826126099,,
177,,30049,,,0.7278168797492981,,
177,,30081,,,,0.6822036504745483,0.7539268732070923
177,0.0010000000474974513,30081,2360.9521484375,0.6868752837181091,,,
178,,30099,,,0.742996871471405,,
178,,30149,,,0.7184808254241943,,
178,,30199,,,0.7712592482566833,,
178,,30249,,,0.70587158203125,,
178,,30250,,,,0.6824581623077393,0.7509987950325012
178,0.0010000000474974513,30250,2390.9794921875,0.6871733069419861,,,
179,,30299,,,0.7562951445579529,,
179,,30349,,,0.723861038684845,,
179,,30399,,,0.7153416275978088,,
179,,30419,,,,0.682685375213623,0.7586579918861389
179,0.0010000000474974513,30419,2417.885009765625,0.687441349029541,,,
180,,30449,,,0.7565876245498657,,
180,,30499,,,0.7677567601203918,,
180,,30549,,,0.7430425882339478,,
180,,30588,,,,0.682892918586731,0.7593424320220947
180,0.0010000000474974513,30588,2447.756591796875,0.6877058148384094,,,
181,,30599,,,0.7181847095489502,,
181,,30649,,,0.7765777111053467,,
181,,30699,,,0.7421409487724304,,
181,,30749,,,0.7268930077552795,,
181,,30757,,,,0.6831310391426086,0.7494499683380127
181,0.0010000000474974513,30757,2481.48291015625,0.6879782676696777,,,
182,,30799,,,0.7187148928642273,,
182,,30849,,,0.7215983867645264,,
182,,30899,,,0.726539134979248,,
182,,30926,,,,0.6834562420845032,0.7327986359596252
182,0.0010000000474974513,30926,2512.28466796875,0.6882718205451965,,,
183,,30949,,,0.7280539274215698,,
183,,30999,,,0.7396867275238037,,
183,,31049,,,0.7500676512718201,,
183,,31095,,,,0.6838409900665283,0.725591778755188
183,0.0010000000474974513,31095,2542.643310546875,0.6885398030281067,,,
184,,31099,,,0.7203956842422485,,
184,,31149,,,0.7125346064567566,,
184,,31199,,,0.7075387239456177,,
184,,31249,,,0.7378844618797302,,
184,,31264,,,,0.6841683387756348,0.7415086030960083
184,0.0010000000474974513,31264,2573.890625,0.6888160705566406,,,
185,,31299,,,0.7629724740982056,,
185,,31349,,,0.7223926782608032,,
185,,31399,,,0.738200306892395,,
185,,31433,,,,0.6843993067741394,0.7548500299453735
185,0.0010000000474974513,31433,2606.01025390625,0.6890773177146912,,,
186,,31449,,,0.7543900609016418,,
186,,31499,,,0.7200016379356384,,
186,,31549,,,0.785355269908905,,
186,,31599,,,0.7490162253379822,,
186,,31602,,,,0.6846339702606201,0.738471269607544
186,0.0010000000474974513,31602,2636.222412109375,0.6893353462219238,,,
187,,31649,,,0.729078471660614,,
187,,31699,,,0.7054351568222046,,
187,,31749,,,0.7138969302177429,,
187,,31771,,,,0.6848639249801636,0.7516562342643738
187,0.0010000000474974513,31771,2666.2021484375,0.6896002888679504,,,
188,,31799,,,0.7081109881401062,,
188,,31849,,,0.7516341805458069,,
188,,31899,,,0.7925256490707397,,
188,,31940,,,,0.6850196123123169,0.7694901823997498
188,0.0010000000474974513,31940,2695.53515625,0.6898416876792908,,,
189,,31949,,,0.727180540561676,,
189,,31999,,,0.7430886030197144,,
189,,32049,,,0.7294721007347107,,
189,,32099,,,0.6727167367935181,,
189,,32109,,,,0.6851153373718262,0.7826843857765198
189,0.0010000000474974513,32109,2724.845947265625,0.6901037096977234,,,
190,,32149,,,0.7193644642829895,,
190,,32199,,,0.7952128648757935,,
190,,32249,,,0.7229413390159607,,
190,,32278,,,,0.685316801071167,0.7282172441482544
190,0.0010000000474974513,32278,2753.74365234375,0.6903676390647888,,,
191,,32299,,,0.7409176826477051,,
191,,32349,,,0.7018064260482788,,
191,,32399,,,0.7076799273490906,,
191,,32447,,,,0.6855822205543518,0.748139500617981
191,0.0010000000474974513,32447,2779.735107421875,0.6906403303146362,,,
192,,32449,,,0.7600159049034119,,
192,,32499,,,0.7274536490440369,,
192,,32549,,,0.721224844455719,,
192,,32599,,,0.7077247500419617,,
192,,32616,,,,0.6857741475105286,0.7538878917694092
192,0.0010000000474974513,32616,2807.591796875,0.6909081339836121,,,
193,,32649,,,0.7051859498023987,,
193,,32699,,,0.6980966329574585,,
193,,32749,,,0.6898912787437439,,
193,,32785,,,,0.6859745383262634,0.7481937408447266
193,0.0010000000474974513,32785,2835.28271484375,0.6911218762397766,,,
194,,32799,,,0.7131679058074951,,
194,,32849,,,0.6942289471626282,,
194,,32899,,,0.7028024792671204,,
194,,32949,,,0.7245396375656128,,
194,,32954,,,,0.6861861944198608,0.7388017773628235
194,0.0010000000474974513,32954,2864.34619140625,0.6913741230964661,,,
195,,32999,,,0.7014943957328796,,
195,,33049,,,0.7495073080062866,,
195,,33099,,,0.7302483320236206,,
195,,33123,,,,0.6864291429519653,0.7306099534034729
195,0.0010000000474974513,33123,2893.8310546875,0.6916287541389465,,,
196,,33149,,,0.6897452473640442,,
196,,33199,,,0.7656564712524414,,
196,,33249,,,0.7175737619400024,,
196,,33292,,,,0.6867136359214783,0.7269386053085327
196,0.0010000000474974513,33292,2923.475830078125,0.6918883323669434,,,
197,,33299,,,0.7203635573387146,,
197,,33349,,,0.7003313899040222,,
197,,33399,,,0.7544337511062622,,
197,,33449,,,0.70305997133255,,
197,,33461,,,,0.6868882179260254,0.7872360944747925
197,0.0010000000474974513,33461,2952.901123046875,0.6921396851539612,,,
198,,33499,,,0.7231106162071228,,
198,,33549,,,0.7253237962722778,,
198,,33599,,,0.698279619216919,,
198,,33630,,,,0.6871182322502136,0.7125812768936157
198,0.0010000000474974513,33630,2981.89404296875,0.6923719048500061,,,
199,,33649,,,0.7572140693664551,,
199,,33699,,,0.7014622092247009,,
199,,33749,,,0.7207900881767273,,
199,,33799,,,0.7023990750312805,,
199,,33799,,,,0.6874178051948547,0.7414990663528442
199,0.0010000000474974513,33799,3011.560546875,0.6926242113113403,,,
200,,33849,,,0.659925103187561,,
200,,33899,,,0.6921716928482056,,
200,,33949,,,0.7317692041397095,,
200,,33968,,,,0.687593400478363,0.75274258852005
200,0.0010000000474974513,33968,3041.6064453125,0.6928921341896057,,,
201,,33999,,,0.7201008200645447,,
201,,34049,,,0.7172248959541321,,
201,,34099,,,0.6886134743690491,,
201,,34137,,,,0.6878376603126526,0.710178017616272
201,0.0010000000474974513,34137,3070.89892578125,0.6931347250938416,,,
202,,34149,,,0.7425150275230408,,
202,,34199,,,0.7129004597663879,,
202,,34249,,,0.7145878672599792,,
202,,34299,,,0.7414910793304443,,
202,,34306,,,,0.6881871223449707,0.7111421823501587
202,0.0010000000474974513,34306,3099.751953125,0.6933797001838684,,,
203,,34349,,,0.7038069367408752,,
203,,34399,,,0.7041727900505066,,
203,,34449,,,0.7253180742263794,,
203,,34475,,,,0.6883984804153442,0.7681030631065369
203,0.0010000000474974513,34475,3125.31591796875,0.6936172842979431,,,
204,,34499,,,0.715343177318573,,
204,,34549,,,0.6998251080513,,
204,,34599,,,0.7046937346458435,,
204,,34644,,,,0.6885202527046204,0.744026243686676
204,0.0010000000474974513,34644,3153.0087890625,0.6938531398773193,,,
205,,34649,,,0.7069672346115112,,
205,,34699,,,0.8562412858009338,,
205,,34749,,,0.6836071610450745,,
205,,34799,,,0.7219576835632324,,
205,,34813,,,,0.6887537240982056,0.7163161039352417
205,0.0010000000474974513,34813,3180.771728515625,0.6940858364105225,,,
206,,34849,,,0.6641131639480591,,
206,,34899,,,0.7024103999137878,,
206,,34949,,,0.7293344140052795,,
206,,34982,,,,0.6889611482620239,0.7557837963104248
206,0.0010000000474974513,34982,3209.928466796875,0.694330096244812,,,
207,,34999,,,0.7223355174064636,,
207,,35049,,,0.7304894924163818,,
207,,35099,,,0.7079797387123108,,
207,,35149,,,0.7585258483886719,,
207,,35151,,,,0.6891134977340698,0.7410381436347961
207,0.0010000000474974513,35151,3240.48046875,0.6945773363113403,,,
208,,35199,,,0.7512288689613342,,
208,,35249,,,0.7029957175254822,,
208,,35299,,,0.788936972618103,,
208,,35320,,,,0.689329981803894,0.7237821221351624
208,0.0010000000474974513,35320,3271.295654296875,0.6948072910308838,,,
209,,35349,,,0.7092490196228027,,
209,,35399,,,0.6887618899345398,,
209,,35449,,,0.7219336628913879,,
209,,35489,,,,0.6895653009414673,0.7255459427833557
209,0.0010000000474974513,35489,3301.8046875,0.6950457692146301,,,
210,,35499,,,0.7041268944740295,,
210,,35549,,,0.7297310829162598,,
210,,35599,,,0.6796729564666748,,
210,,35649,,,0.6948486566543579,,
210,,35658,,,,0.6898216009140015,0.711901843547821
210,0.0010000000474974513,35658,3332.9912109375,0.6952735185623169,,,
211,,35699,,,0.6895185112953186,,
