epoch,lr,step,time,train_acc,train_loss,valid_acc,valid_loss
0,,49,,,2.344559907913208,,
0,,90,,,,0.2232527732849121,1.9145902395248413
0,0.0010000000474974513,90,10.622982025146484,0.15467633306980133,,,
1,,99,,,2.064793348312378,,
1,,149,,,1.8550065755844116,,
1,,181,,,,0.2867836654186249,1.6840407848358154
1,0.0010000000474974513,181,16.688600540161133,0.2061101347208023,,,
2,,199,,,1.8699078559875488,,
2,,249,,,1.8253145217895508,,
2,,272,,,,0.3044144809246063,1.8210911750793457
2,0.0010000000474974513,272,22.909408569335938,0.23499000072479248,,,
3,,299,,,1.8168772459030151,,
3,,349,,,1.7577884197235107,,
3,,363,,,,0.31628748774528503,1.5301374197006226
3,0.0010000000474974513,363,28.988969802856445,0.2527630031108856,,,
4,,399,,,1.7497034072875977,,
4,,449,,,1.6975088119506836,,
4,,454,,,,0.3309507966041565,1.5000193119049072
4,0.0010000000474974513,454,35.11109161376953,0.2665233910083771,,,
5,,499,,,1.685523271560669,,
5,,545,,,,0.3411366045475006,1.475014567375183
5,0.0010000000474974513,545,41.31557846069336,0.27629926800727844,,,
6,,549,,,1.7076573371887207,,
6,,599,,,1.6843864917755127,,
6,,636,,,,0.3490633964538574,1.4502638578414917
6,0.0010000000474974513,636,47.30366897583008,0.2842352092266083,,,
7,,649,,,1.6967206001281738,,
7,,699,,,1.6580291986465454,,
7,,727,,,,0.356099009513855,1.4458026885986328
7,0.0010000000474974513,727,53.71962356567383,0.2907710373401642,,,
8,,749,,,1.6783664226531982,,
8,,799,,,1.632136344909668,,
8,,818,,,,0.3611672818660736,1.4654182195663452
8,0.0010000000474974513,818,59.914833068847656,0.29618385434150696,,,
9,,849,,,1.6326591968536377,,
9,,899,,,1.708622694015503,,
9,,909,,,,0.36519744992256165,1.4315890073776245
9,0.0010000000474974513,909,66.06329345703125,0.30005910992622375,,,
10,,949,,,1.6211813688278198,,
10,,999,,,1.6185897588729858,,
10,,1000,,,,0.36925795674324036,1.460053563117981
10,0.0010000000474974513,1000,73.20892333984375,0.3040177822113037,,,
11,,1049,,,1.622032880783081,,
11,,1091,,,,0.3734196722507477,1.3978298902511597
11,0.0010000000474974513,1091,79.4407730102539,0.30744469165802,,,
12,,1099,,,1.6566885709762573,,
12,,1149,,,1.6367522478103638,,
12,,1182,,,,0.37747907638549805,1.4121562242507935
12,0.0010000000474974513,1182,85.61293029785156,0.3107810914516449,,,
13,,1199,,,1.6419081687927246,,
13,,1249,,,1.6191959381103516,,
13,,1273,,,,0.38099977374076843,1.398533821105957
13,0.0010000000474974513,1273,91.8341064453125,0.3138628304004669,,,
14,,1299,,,1.630545735359192,,
14,,1349,,,1.6088635921478271,,
14,,1364,,,,0.384191632270813,1.3763500452041626
14,0.0010000000474974513,1364,98.61944580078125,0.3167596161365509,,,
15,,1399,,,1.6080790758132935,,
15,,1449,,,1.5657823085784912,,
15,,1455,,,,0.3872663378715515,1.3619073629379272
15,0.0010000000474974513,1455,104.83470916748047,0.319301038980484,,,
16,,1499,,,1.592653751373291,,
16,,1546,,,,0.39031782746315,1.3530808687210083
16,0.0010000000474974513,1546,110.8543930053711,0.321903258562088,,,
17,,1549,,,1.5832959413528442,,
17,,1599,,,1.5997644662857056,,
17,,1637,,,,0.3932206928730011,1.344797968864441
17,0.0010000000474974513,1637,116.98937225341797,0.3242298364639282,,,
