epoch,lr,step,test_acc,time,train_acc,train_loss,valid_acc,valid_loss
0,,49,,,,2.565112352371216,,
0,,99,,,,2.565502166748047,,
0,,149,,,,2.565185546875,,
0,,180,,,,,0.07766032218933105,2.564952850341797
0,0.0010000000474974513,180,0.0,21.998828887939453,0.0799584612250328,,,
1,,199,,,,2.5650322437286377,,
1,,249,,,,2.5653481483459473,,
1,,299,,,,2.564891815185547,,
1,,349,,,,2.5651209354400635,,
1,,361,,,,,0.07730934023857117,2.564958095550537
1,0.0010000000474974513,361,0.0,35.18102264404297,0.07855188846588135,,,
2,,399,,,,2.565093755722046,,
2,,449,,,,2.565239667892456,,
2,,499,,,,2.5648579597473145,,
2,,542,,,,,0.07737284898757935,2.564953565597534
2,0.0010000000474974513,542,0.0,48.21945571899414,0.07791491597890854,,,
3,,549,,,,2.5648269653320312,,
3,,599,,,,2.564807653427124,,
3,,649,,,,2.5648725032806396,,
3,,699,,,,2.564852237701416,,
3,,723,,,,,0.07717633992433548,2.5649590492248535
3,0.0010000000474974513,723,0.0,61.46686553955078,0.07761422544717789,,,
4,,749,,,,2.5651819705963135,,
4,,799,,,,2.5648419857025146,,
4,,849,,,,2.564974069595337,,
4,,899,,,,2.5649771690368652,,
4,,904,,,,,0.07704464346170425,2.5649514198303223
4,0.0010000000474974513,904,0.0,74.77369689941406,0.07750701904296875,,,
5,,949,,,,2.5649311542510986,,
5,,999,,,,2.564798355102539,,
5,,1049,,,,2.565035104751587,,
5,,1085,,,,,0.07701016962528229,2.56499981880188
5,0.0010000000474974513,1085,0.0,87.96873474121094,0.07747611403465271,,,
6,,1099,,,,2.564652442932129,,
6,,1149,,,,2.5648603439331055,,
6,,1199,,,,2.565032958984375,,
6,,1249,,,,2.564951181411743,,
6,,1266,,,,,0.07702475786209106,2.5649678707122803
6,0.0010000000474974513,1266,0.0,100.97821807861328,0.0773763656616211,,,
7,,1299,,,,2.565129041671753,,
7,,1349,,,,2.5651133060455322,,
7,,1399,,,,2.5651066303253174,,
7,,1447,,,,,0.07709673792123795,2.564953565597534
7,0.0010000000474974513,1447,0.0,114.43566131591797,0.07726893573999405,,,
8,,1449,,,,2.5649850368499756,,
8,,1499,,,,2.565406084060669,,
8,,1549,,,,2.5651297569274902,,
8,,1599,,,,2.564764976501465,,
8,,1628,,,,,0.0770692452788353,2.564984083175659
8,0.0010000000474974513,1628,0.0,127.50933837890625,0.07720202952623367,,,
9,,1649,,,,2.564962387084961,,
9,,1699,,,,2.5649709701538086,,
9,,1749,,,,2.5648396015167236,,
9,,1799,,,,2.5650899410247803,,
9,,1809,,,,,0.0769832581281662,2.5649631023406982
9,0.0010000000474974513,1809,0.0,140.7310791015625,0.07717879861593246,,,
10,,1849,,,,2.564779758453369,,
10,,1899,,,,2.565197467803955,,
10,,1949,,,,2.5648868083953857,,
10,,1990,,,,,0.07694385945796967,2.5649590492248535
10,0.0010000000474974513,1990,0.0,153.9320831298828,0.07716163992881775,,,
11,,1999,,,,2.5645382404327393,,
11,,2049,,,,2.5648908615112305,,
11,,2099,,,,2.5650181770324707,,
11,,2149,,,,2.5648508071899414,,
11,,2171,,,,,0.0770038440823555,2.564958333969116
11,0.0010000000474974513,2171,0.0,167.08920288085938,0.07712322473526001,,,
12,,2199,,,,2.5650076866149902,,
12,,2249,,,,2.564899444580078,,
12,,2299,,,,2.5648083686828613,,
12,,2349,,,,2.565061569213867,,
12,,2352,,,,,0.0769461840391159,2.564954996109009
12,0.0010000000474974513,2352,0.0,180.07803344726562,0.07711105793714523,,,
13,,2399,,,,2.564915418624878,,
13,,2449,,,,2.5649003982543945,,
13,,2499,,,,2.565124273300171,,
13,,2533,,,,,0.0769231840968132,2.5649642944335938
13,0.0010000000474974513,2533,0.0,193.1737823486328,0.07710100710391998,,,
14,,2549,,,,2.5649640560150146,,
14,,2599,,,,2.56396484375,,
14,,2649,,,,2.5645880699157715,,
14,,2699,,,,2.248026132583618,,
14,,2714,,,,,0.0795709416270256,2.2007882595062256
14,0.0010000000474974513,2714,0.0,206.3278350830078,0.07830771803855896,,,
15,,2749,,,,2.215009927749634,,
15,,2799,,,,2.17997407913208,,
15,,2849,,,,2.177640199661255,,
15,,2895,,,,,0.08523690700531006,2.1060292720794678
15,0.0010000000474974513,2895,0.0,219.322021484375,0.08368736505508423,,,
16,,2899,,,,2.115780830383301,,
16,,2949,,,,1.815265417098999,,
16,,2999,,,,1.723642110824585,,
16,,3049,,,,1.664594054222107,,
16,,3076,,,,,0.09580780565738678,1.6203477382659912
16,0.0010000000474974513,3076,0.0,232.55067443847656,0.09567014127969742,,,
17,,3099,,,,1.7099360227584839,,
17,,3149,,,,1.5618417263031006,,
17,,3199,,,,1.5114763975143433,,
17,,3249,,,,1.5356894731521606,,
17,,3257,,,,,0.1110682338476181,1.505014181137085
17,0.0010000000474974513,3257,0.0,245.56301879882812,0.11055450886487961,,,
18,,3299,,,,1.473192811012268,,
18,,3349,,,,1.4615095853805542,,
18,,3399,,,,1.4165947437286377,,
18,,3438,,,,,0.12712480127811432,1.4073783159255981
18,0.0010000000474974513,3438,0.0,258.7694091796875,0.12622754275798798,,,
19,,3449,,,,1.3987394571304321,,
19,,3499,,,,1.4323394298553467,,
19,,3549,,,,1.4553123712539673,,
19,,3599,,,,1.3749754428863525,,
19,,3619,,,,,0.14253516495227814,1.3547271490097046
19,0.0010000000474974513,3619,0.0,271.583984375,0.14110469818115234,,,
20,,3649,,,,1.3568514585494995,,
20,,3699,,,,1.367815375328064,,
20,,3749,,,,1.3607531785964966,,
20,,3799,,,,1.371238350868225,,
20,,3800,,,,,0.1569100171327591,1.3409394025802612
20,0.0010000000474974513,3800,0.0,284.8417663574219,0.15513396263122559,,,
21,,3849,,,,1.3612486124038696,,
21,,3899,,,,1.3455332517623901,,
21,,3949,,,,1.3572064638137817,,
21,,3981,,,,,0.1702040582895279,1.3240633010864258
21,0.0010000000474974513,3981,0.0,298.0316467285156,0.16822609305381775,,,
22,,3999,,,,1.3649530410766602,,
22,,4049,,,,1.3744723796844482,,
22,,4099,,,,1.3029760122299194,,
22,,4149,,,,1.3057034015655518,,
22,,4162,,,,,0.18265128135681152,1.309168815612793
22,0.0010000000474974513,4162,0.0,310.88916015625,0.18039029836654663,,,
23,,4199,,,,1.3286241292953491,,
23,,4249,,,,1.3612112998962402,,
23,,4299,,,,1.2928590774536133,,
23,,4343,,,,,0.19414666295051575,1.3007192611694336
23,0.0010000000474974513,4343,0.0,324.0598449707031,0.19165030121803284,,,
24,,4349,,,,1.3342124223709106,,
24,,4399,,,,1.3136022090911865,,
24,,4449,,,,1.3333947658538818,,
24,,4499,,,,1.2987642288208008,,
24,,4524,,,,,0.20487119257450104,1.2908633947372437
24,0.0010000000474974513,4524,0.0,337.14837646484375,0.202129065990448,,,
25,,4549,,,,1.343981385231018,,
25,,4599,,,,1.3113255500793457,,
25,,4649,,,,1.2892329692840576,,
25,,4699,,,,1.292697548866272,,
25,,4705,,,,,0.2145693004131317,1.3166664838790894
25,0.0010000000474974513,4705,0.0,350.43780517578125,0.21185393631458282,,,
26,,4749,,,,1.2932595014572144,,
26,,4799,,,,1.3039947748184204,,
26,,4849,,,,1.294144868850708,,
26,,4886,,,,,0.22356446087360382,1.2793282270431519
26,0.0010000000474974513,4886,0.0,363.71124267578125,0.22095490992069244,,,
27,,4899,,,,1.334302544593811,,
27,,4949,,,,1.3020329475402832,,
27,,4999,,,,1.2779484987258911,,
27,,5049,,,,1.2528655529022217,,
27,,5067,,,,,0.23206299543380737,1.2897921800613403
27,0.0010000000474974513,5067,0.0,376.6454162597656,0.22947070002555847,,,
28,,5099,,,,1.3168964385986328,,
28,,5149,,,,1.2645288705825806,,
28,,5199,,,,1.2684739828109741,,
28,,5248,,,,,0.24001476168632507,1.2888034582138062
28,0.0010000000474974513,5248,0.0,390.096923828125,0.23747435212135315,,,
29,,5249,,,,1.298186182975769,,
29,,5299,,,,1.2814805507659912,,
29,,5349,,,,1.2750180959701538,,
29,,5399,,,,1.2000524997711182,,
29,,5429,,,,,0.2475353628396988,1.2810347080230713
29,0.0010000000474974513,5429,0.0,403.15631103515625,0.24502840638160706,,,
30,,5449,,,,1.3003177642822266,,
30,,5499,,,,1.2839243412017822,,
30,,5549,,,,1.3037363290786743,,
30,,5599,,,,1.2570856809616089,,
30,,5610,,,,,0.2546479105949402,1.264127492904663
