epoch,lr,step,test_acc,time,train_acc,train_loss,valid_acc,valid_loss
0,,49,,,,2.564304828643799,,
0,,99,,,,2.1929428577423096,,
0,,149,,,,1.919864535331726,,
0,,180,,,,,0.25812435150146484,1.727799654006958
0,0.0010000000474974513,180,0.0,16.89482307434082,0.16137433052062988,,,
1,,199,,,,1.6893588304519653,,
1,,249,,,,1.6594538688659668,,
1,,299,,,,1.672390103340149,,
1,,349,,,,1.6228691339492798,,
1,,361,,,,,0.2972734272480011,1.6324412822723389
1,0.0010000000474974513,361,0.0,29.990493774414062,0.23695208132266998,,,
2,,399,,,,1.6198374032974243,,
2,,449,,,,1.5713764429092407,,
2,,499,,,,1.6069562435150146,,
2,,542,,,,,0.308943510055542,1.6061609983444214
2,0.0010000000474974513,542,0.0,43.032840728759766,0.26707929372787476,,,
3,,549,,,,1.6224498748779297,,
3,,599,,,,1.5957475900650024,,
3,,649,,,,1.578857660293579,,
3,,699,,,,1.5676867961883545,,
3,,723,,,,,0.31781187653541565,1.5500481128692627
3,0.0010000000474974513,723,0.0,56.81200408935547,0.2850348651409149,,,
4,,749,,,,1.5740702152252197,,
4,,799,,,,1.5352017879486084,,
4,,849,,,,1.548717737197876,,
4,,899,,,,1.4433650970458984,,
4,,904,,,,,0.32856711745262146,1.464755892753601
4,0.0010000000474974513,904,0.0,70.04728698730469,0.2993065416812897,,,
5,,949,,,,1.4295035600662231,,
5,,999,,,,1.3803071975708008,,
5,,1049,,,,1.3649280071258545,,
5,,1085,,,,,0.3427879810333252,1.3750696182250977
5,0.0010000000474974513,1085,0.0,83.23458862304688,0.3191460371017456,,,
6,,1099,,,,1.3856987953186035,,
6,,1149,,,,1.3533039093017578,,
6,,1199,,,,1.3500510454177856,,
6,,1249,,,,1.3464980125427246,,
6,,1266,,,,,0.3565475344657898,1.332275629043579
6,0.0010000000474974513,1266,0.0,96.23534393310547,0.33591893315315247,,,
7,,1299,,,,1.380591869354248,,
7,,1349,,,,1.3228232860565186,,
7,,1399,,,,1.3185744285583496,,
7,,1447,,,,,0.36788079142570496,1.325813889503479
7,0.0010000000474974513,1447,0.0,109.53216552734375,0.34938204288482666,,,
8,,1449,,,,1.3091908693313599,,
8,,1499,,,,1.3327332735061646,,
8,,1549,,,,1.2912348508834839,,
8,,1599,,,,1.2889490127563477,,
8,,1628,,,,,0.3771798312664032,1.3121837377548218
8,0.0010000000474974513,1628,0.0,122.49774169921875,0.36050164699554443,,,
9,,1649,,,,1.2794803380966187,,
9,,1699,,,,1.277099370956421,,
9,,1749,,,,1.2976748943328857,,
9,,1799,,,,1.2682164907455444,,
9,,1809,,,,,0.3852732479572296,1.2970154285430908
9,0.0010000000474974513,1809,0.0,135.70736694335938,0.37039512395858765,,,
10,,1849,,,,1.2214837074279785,,
10,,1899,,,,1.2968617677688599,,
10,,1949,,,,1.2379121780395508,,
10,,1990,,,,,0.3923024535179138,1.2882864475250244
10,0.0010000000474974513,1990,0.0,148.93975830078125,0.3789924383163452,,,
11,,1999,,,,1.27504563331604,,
11,,2049,,,,1.2216678857803345,,
11,,2099,,,,1.2247538566589355,,
11,,2149,,,,1.2747845649719238,,
11,,2171,,,,,0.39836928248405457,1.2634258270263672
11,0.0010000000474974513,2171,0.0,162.14434814453125,0.3866519629955292,,,
12,,2199,,,,1.263670802116394,,
12,,2249,,,,1.2273026704788208,,
12,,2299,,,,1.211110234260559,,
12,,2349,,,,1.2572877407073975,,
12,,2352,,,,,0.40357887744903564,1.282794713973999
12,0.0010000000474974513,2352,0.0,175.06564331054688,0.3934996724128723,,,
13,,2399,,,,1.2352169752120972,,
13,,2449,,,,1.2275630235671997,,
13,,2499,,,,1.2318662405014038,,
13,,2533,,,,,0.4082033038139343,1.264159083366394
13,0.0010000000474974513,2533,0.0,188.262451171875,0.39973947405815125,,,
14,,2549,,,,1.228346824645996,,
14,,2599,,,,1.2510287761688232,,
14,,2649,,,,1.2297660112380981,,
14,,2699,,,,1.2124351263046265,,
14,,2714,,,,,0.4128410816192627,1.2267520427703857
14,0.0010000000474974513,2714,0.0,201.39883422851562,0.4053918421268463,,,
15,,2749,,,,1.2066494226455688,,
15,,2799,,,,1.1876912117004395,,
15,,2849,,,,1.1946845054626465,,
15,,2895,,,,,0.4175165593624115,1.2079668045043945
15,0.0010000000474974513,2895,0.0,214.59933471679688,0.4105473458766937,,,
16,,2899,,,,1.2189123630523682,,
16,,2949,,,,1.2319260835647583,,
16,,2999,,,,1.2408270835876465,,
16,,3049,,,,1.2120438814163208,,
16,,3076,,,,,0.4216184914112091,1.2156094312667847
16,0.0010000000474974513,3076,0.0,227.56312561035156,0.41534674167633057,,,
17,,3099,,,,1.1837010383605957,,
17,,3149,,,,1.1855762004852295,,
17,,3199,,,,1.1725759506225586,,
17,,3249,,,,1.1959351301193237,,
17,,3257,,,,,0.4254011809825897,1.212134838104248
17,0.0010000000474974513,3257,0.0,240.87669372558594,0.41991105675697327,,,
18,,3299,,,,1.1643871068954468,,
18,,3349,,,,1.1710292100906372,,
18,,3399,,,,1.2053576707839966,,
18,,3438,,,,,0.4291916787624359,1.193677306175232
18,0.0010000000474974513,3438,0.0,253.8287811279297,0.42416852712631226,,,
19,,3449,,,,1.1890068054199219,,
19,,3499,,,,1.1420350074768066,,
19,,3549,,,,1.1820106506347656,,
19,,3599,,,,1.1833442449569702,,
19,,3619,,,,,0.4328336715698242,1.1774858236312866
19,0.0010000000474974513,3619,0.0,266.7974853515625,0.42824214696884155,,,
20,,3649,,,,1.187392234802246,,
20,,3699,,,,1.1658217906951904,,
20,,3749,,,,1.1602624654769897,,
20,,3799,,,,1.1521400213241577,,
20,,3800,,,,,0.4363769292831421,1.1642330884933472
20,0.0010000000474974513,3800,0.0,280.0421142578125,0.43215277791023254,,,
21,,3849,,,,1.1519556045532227,,
21,,3899,,,,1.1768100261688232,,
21,,3949,,,,1.14073646068573,,
21,,3981,,,,,0.43995240330696106,1.1508610248565674
21,0.0010000000474974513,3981,0.0,293.30364990234375,0.4358507990837097,,,
22,,3999,,,,1.1376302242279053,,
22,,4049,,,,1.170512080192566,,
22,,4099,,,,1.127542495727539,,
22,,4149,,,,1.1709272861480713,,
22,,4162,,,,,0.44328778982162476,1.1536839008331299
22,0.0010000000474974513,4162,0.0,306.275634765625,0.4393324851989746,,,
23,,4199,,,,1.1401920318603516,,
23,,4249,,,,1.167237639427185,,
23,,4299,,,,1.172973871231079,,
23,,4343,,,,,0.44637417793273926,1.152705192565918
23,0.0010000000474974513,4343,0.0,319.64935302734375,0.4426359236240387,,,
24,,4349,,,,1.1774287223815918,,
24,,4399,,,,1.1393364667892456,,
24,,4449,,,,1.1419001817703247,,
24,,4499,,,,1.1396716833114624,,
24,,4524,,,,,0.4493660628795624,1.1309391260147095
24,0.0010000000474974513,4524,0.0,332.23565673828125,0.4457845687866211,,,
25,,4549,,,,1.1588577032089233,,
25,,4599,,,,1.1436501741409302,,
25,,4649,,,,1.1950318813323975,,
25,,4699,,,,1.1095499992370605,,
25,,4705,,,,,0.45212775468826294,1.1398520469665527
25,0.0010000000474974513,4705,0.0,345.6108703613281,0.4487318992614746,,,
26,,4749,,,,1.1256725788116455,,
26,,4799,,,,1.1307446956634521,,
26,,4849,,,,1.1284186840057373,,
26,,4886,,,,,0.4545567035675049,1.1525369882583618
26,0.0010000000474974513,4886,0.0,358.69256591796875,0.4515261948108673,,,
27,,4899,,,,1.1514493227005005,,
27,,4949,,,,1.166242003440857,,
27,,4999,,,,1.105130910873413,,
27,,5049,,,,1.115993857383728,,
27,,5067,,,,,0.45703667402267456,1.1211339235305786
27,0.0010000000474974513,5067,0.0,371.7254638671875,0.45423731207847595,,,
28,,5099,,,,1.1545120477676392,,
28,,5149,,,,1.1174163818359375,,
28,,5199,,,,1.075295090675354,,
28,,5248,,,,,0.45949140191078186,1.1259549856185913
28,0.0010000000474974513,5248,0.0,384.8692321777344,0.45677223801612854,,,
29,,5249,,,,1.140497088432312,,
29,,5299,,,,1.1439685821533203,,
29,,5349,,,,1.129815697669983,,
29,,5399,,,,1.1216363906860352,,
29,,5429,,,,,0.46169939637184143,1.1281119585037231
29,0.0010000000474974513,5429,0.0,397.9833068847656,0.4592224359512329,,,
30,,5449,,,,1.1146303415298462,,
30,,5499,,,,1.1079193353652954,,
30,,5549,,,,1.1272133588790894,,
30,,5599,,,,1.1014792919158936,,
30,,5610,,,,,0.46376174688339233,1.1236952543258667
