epoch,step,train_loss,valid_acc,valid_loss
0,49,2.5330748558044434,,
0,99,2.5646793842315674,,
0,149,2.5648226737976074,,
0,199,2.5648629665374756,,
0,249,2.55411434173584,,
0,299,2.1969878673553467,,
0,349,1.920600175857544,,
0,360,,0.24308505654335022,1.9114701747894287
