epoch,lr,step,time,train_acc,train_loss,valid_acc,valid_loss
0,,49,,,2.5649452209472656,,
0,,80,,,,0.07672487199306488,2.564990997314453
0,0.0010000000474974513,80,17.906185150146484,0.07679683715105057,,,
1,,99,,,2.5650739669799805,,
1,,149,,,2.5649962425231934,,
1,,161,,,,0.07677306234836578,2.565019130706787
1,0.0010000000474974513,161,32.715049743652344,0.0780036523938179,,,
2,,199,,,2.564678430557251,,
2,,242,,,,0.07994779944419861,2.5645549297332764
2,0.0010000000474974513,242,47.15611267089844,0.07808028906583786,,,
3,,249,,,2.5641493797302246,,
3,,299,,,2.153923988342285,,
3,,323,,,,0.09275822341442108,2.197208881378174
3,0.0010000000474974513,323,61.03360366821289,0.09303277730941772,,,
4,,349,,,2.1054162979125977,,
4,,399,,,1.8412861824035645,,
4,,404,,,,0.12158401310443878,1.8300408124923706
4,0.0010000000474974513,404,75.12530517578125,0.12181385606527328,,,
5,,449,,,1.6562694311141968,,
5,,485,,,,0.1566174477338791,1.6084051132202148
5,0.0010000000474974513,485,89.7919921875,0.15674664080142975,,,
6,,499,,,1.5817197561264038,,
6,,549,,,1.578447937965393,,
6,,566,,,,0.18469826877117157,1.6147176027297974
6,0.0010000000474974513,566,104.73825073242188,0.18343311548233032,,,
7,,599,,,1.5801118612289429,,
7,,647,,,,0.206034317612648,1.5756731033325195
7,0.0010000000474974513,647,119.151611328125,0.20410971343517303,,,
8,,649,,,1.594804286956787,,
8,,699,,,1.5591800212860107,,
8,,728,,,,0.2232048213481903,1.5644645690917969
8,0.0010000000474974513,728,133.45462036132812,0.2208625078201294,,,
9,,749,,,1.558875322341919,,
9,,799,,,1.5560868978500366,,
9,,809,,,,0.2369130551815033,1.5818790197372437
9,0.0010000000474974513,809,147.92507934570312,0.2349482625722885,,,
10,,849,,,1.57957124710083,,
10,,890,,,,0.24898186326026917,1.489945888519287
10,0.0010000000474974513,890,162.52685546875,0.2469215989112854,,,
11,,899,,,1.4800245761871338,,
11,,949,,,1.4484773874282837,,
11,,971,,,,0.26064252853393555,1.4523283243179321
11,0.0010000000474974513,971,177.14674377441406,0.2588582932949066,,,
12,,999,,,1.4424384832382202,,
12,,1049,,,1.427446722984314,,
12,,1052,,,,0.27155402302742004,1.4211522340774536
12,0.0010000000474974513,1052,191.21572875976562,0.26966574788093567,,,
13,,1099,,,1.4069937467575073,,
13,,1133,,,,0.28104761242866516,1.4317518472671509
